"date","county","hospitalized_covid_confirmed_patients","hospitalized_suspected_covid_patients","hospitalized_covid_patients","all_hospital_beds","icu_covid_confirmed_patients","icu_suspected_covid_patients","icu_available_beds"
2021-03-01,"Inyo",57,4,61,899,1,0,43
2021-03-01,"Kern",2947,204,3151,34531,765,12,1108
2021-03-01,"Kings",634,4,638,3778,75,0,117
2021-03-01,"Lake",37,1,38,1959,16,1,54
2021-03-01,"Lassen",0,0,0,775,0,0,0
2021-03-01,"Los Angeles",28118,4416,32534,595207,8013,671,18386
2021-03-01,"Madera",292,195,487,8623,69,17,341
2021-03-01,"Marin",416,107,523,10027,144,6,307
2021-03-01,"Mariposa",0,0,0,434,0,0,0
2021-03-01,"Mendocino",40,0,40,3415,16,0,90
2021-03-01,"Merced",643,0,643,8402,199,0,262
2021-03-01,"Modoc",0,0,0,372,0,0,0
2021-03-01,"Mono",7,0,7,528,0,0,53
2021-03-01,"Monterey",977,5,982,22320,181,0,636
2021-03-01,"Napa",149,7,156,6522,35,0,164
2021-03-01,"Nevada",142,6,148,3915,37,0,76
2021-03-01,"Orange",7217,684,7901,179788,1824,115,7877
2021-03-01,"Placer",1101,325,1426,24123,293,48,676
2021-03-01,"Plumas",0,0,0,1085,0,0,0
2021-03-01,"Riverside",6006,969,6975,100579,1408,104,2632
2021-03-01,"Sacramento",3398,452,3850,80120,831,98,2693
2021-03-01,"San Benito",35,0,35,775,16,0,22
2021-03-01,"San Bernardino",5828,753,6581,108810,1376,95,4377
2021-03-01,"San Diego",8739,704,9443,200441,2886,160,8429
2021-03-01,"San Francisco",1341,218,1559,66162,414,20,2598
2021-03-01,"San Joaquin",2187,267,2454,27501,701,65,292
2021-03-01,"San Luis Obispo",251,27,278,14260,27,2,730
2021-03-01,"San Mateo",960,207,1167,21966,303,28,739
2021-03-01,"Santa Barbara",1291,54,1345,18693,439,4,1056
2021-03-01,"Santa Clara",4119,538,4657,93213,1263,95,1964
2021-03-01,"Santa Cruz",209,9,218,11533,48,0,210
2021-03-01,"Shasta",261,2,263,17577,60,0,550
2021-03-01,"Siskiyou",62,2,64,1736,23,1,135
2021-03-01,"Solano",931,218,1149,17501,226,16,470
2021-03-01,"Sonoma",594,44,638,20284,256,4,535
2021-03-01,"Stanislaus",3664,467,4131,40381,791,57,688
2021-03-01,"Sutter",0,0,0,434,0,0,0
2021-03-01,"Tehama",127,0,127,1829,17,0,79
2021-03-01,"Trinity",0,0,0,775,0,0,0
2021-03-01,"Tulare",1235,237,1472,20605,187,23,735
2021-03-01,"Tuolumne",34,0,34,2604,1,0,57
2021-03-01,"Ventura",2250,270,2520,35764,604,39,1390
2021-03-01,"Yolo",139,8,147,3887,70,1,82
2021-03-01,"Yuba",326,4,330,8088,63,0,99
2021-04-01,"Alameda",2282,967,3249,74406,649,126,3062
2021-04-01,"Amador",14,3,17,1560,0,2,108
2021-04-01,"Butte",246,1,247,13530,29,1,446
2021-04-01,"Calaveras",10,0,10,990,1,0,197
2021-04-01,"Colusa",33,0,33,1440,0,0,150
2021-04-01,"Contra Costa",902,241,1143,39172,283,20,1411
2021-04-01,"Del Norte",36,0,36,1572,23,0,59
2021-04-01,"El Dorado",71,5,76,5700,33,5,137
2021-04-01,"Fresno",2934,395,3329,44800,693,30,423
2021-04-01,"Glenn",16,0,16,1410,0,0,0
2021-04-01,"Humboldt",211,88,299,8025,70,31,238
2021-04-01,"Imperial",365,20,385,7052,164,0,117
2021-04-01,"Inyo",1,0,1,870,0,0,50
2021-04-01,"Kern",1072,191,1263,33458,298,5,1333
2021-04-01,"Kings",221,0,221,3262,6,0,99
2021-04-01,"Lake",34,1,35,1922,16,0,60
2021-04-01,"Lassen",0,0,0,750,0,0,0
2021-04-01,"Los Angeles",14572,2829,17401,572729,3536,340,20236
2021-04-01,"Madera",162,238,400,8335,41,22,215
2021-04-01,"Marin",167,77,244,9687,59,22,392
2021-04-01,"Mariposa",0,0,0,420,0,0,0
2021-04-01,"Mendocino",44,0,44,2611,27,0,110
2021-04-01,"Merced",403,8,411,8137,112,4,293
2021-04-01,"Modoc",1,0,1,360,0,0,0
2021-04-01,"Mono",6,0,6,510,0,0,50
2021-04-01,"Monterey",442,1,443,21600,22,0,734
2021-04-01,"Napa",98,0,98,6153,18,0,162
2021-04-01,"Nevada",90,0,90,3795,25,0,79
2021-04-01,"Orange",3514,523,4037,174368,752,64,7636
2021-04-01,"Placer",1141,362,1503,23643,240,78,709
2021-04-01,"Plumas",0,0,0,1050,0,0,0
2021-04-01,"Riverside",2639,810,3449,97207,607,107,2889
2021-04-01,"Sacramento",2718,382,3100,77391,703,47,2783
2021-04-01,"San Benito",51,2,53,749,22,0,21
2021-04-01,"San Bernardino",2862,534,3396,106571,636,68,4698
2021-04-01,"San Diego",4970,559,5529,193447,1506,94,8082
2021-04-01,"San Francisco",723,174,897,63909,233,51,2669
2021-04-01,"San Joaquin",1563,252,1815,26512,438,30,236
2021-04-01,"San Luis Obispo",126,15,141,13548,5,3,751
2021-04-01,"San Mateo",583,203,786,20583,116,21,744
2021-04-01,"Santa Barbara",493,27,520,17515,99,1,940
2021-04-01,"Santa Clara",2492,344,2836,89943,622,37,2483
2021-04-01,"Santa Cruz",105,1,106,11163,7,0,319
2021-04-01,"Shasta",223,2,225,17010,69,0,536
2021-04-01,"Siskiyou",70,0,70,1649,9,0,118
2021-04-01,"Solano",861,262,1123,17395,156,31,378
2021-04-01,"Sonoma",377,40,417,19388,116,1,574
2021-04-01,"Stanislaus",3337,404,3741,38928,576,51,806
2021-04-01,"Sutter",0,0,0,420,0,0,0
2021-04-01,"Tehama",79,0,79,1758,18,0,97
2021-04-01,"Trinity",0,0,0,750,0,0,0
2021-04-01,"Tulare",576,169,745,19884,110,13,700
2021-04-01,"Tuolumne",30,1,31,2520,4,0,64
2021-04-01,"Ventura",939,187,1126,34070,139,35,1408
2021-04-01,"Yolo",67,3,70,3762,29,0,135
2021-04-01,"Yuba",235,18,253,7830,35,1,156
2021-05-01,"Alameda",1910,922,2832,77551,524,126,3459
2021-05-01,"Amador",56,2,58,1641,33,0,74
2021-05-01,"Butte",359,0,359,13981,65,0,384
2021-05-01,"Calaveras",17,0,17,1023,1,0,169
2021-05-01,"Colusa",24,1,25,1488,0,0,155
2021-05-01,"Contra Costa",895,301,1196,40813,268,16,1540
2021-05-01,"Del Norte",10,1,11,1651,3,0,57
2021-05-01,"El Dorado",80,7,87,5890,20,1,136
2021-05-01,"Fresno",2097,289,2386,46463,470,31,461
2021-05-01,"Glenn",1,0,1,1457,0,0,0
2021-05-01,"Humboldt",279,73,352,8367,90,16,215
2021-05-01,"Imperial",384,10,394,7316,132,1,178
2021-05-01,"Inyo",7,0,7,899,2,0,51
2021-05-01,"Kern",796,167,963,34242,194,0,1445
2021-05-01,"Kings",133,0,133,2993,16,0,90
2021-05-01,"Lake",36,5,41,1988,25,2,35
2021-05-01,"Lassen",16,0,16,775,0,0,0
2021-05-01,"Los Angeles",10548,2581,13129,592069,2284,273,20689
2021-05-01,"Madera",95,337,432,8618,26,26,168
2021-05-01,"Marin",84,70,154,10122,19,7,379
2021-05-01,"Mariposa",0,0,0,434,0,0,0
2021-05-01,"Mendocino",87,0,87,3701,67,0,161
2021-05-01,"Merced",272,1,273,8178,90,0,247
2021-05-01,"Modoc",0,0,0,372,0,0,0
2021-05-01,"Mono",2,0,2,527,0,0,53
2021-05-01,"Monterey",242,0,242,22224,46,0,832
2021-05-01,"Napa",71,0,71,6443,28,0,148
2021-05-01,"Nevada",120,2,122,3811,35,0,81
2021-05-01,"Orange",2412,319,2731,179832,533,32,8005
2021-05-01,"Placer",1088,312,1400,24633,192,44,660
2021-05-01,"Plumas",0,0,0,1085,0,0,0
2021-05-01,"Riverside",1737,613,2350,100218,394,54,3386
2021-05-01,"Sacramento",2591,388,2979,80196,675,58,3026
2021-05-01,"San Benito",10,0,10,775,7,0,40
2021-05-01,"San Bernardino",2170,338,2508,110275,617,60,5024
2021-05-01,"San Diego",4038,409,4447,201015,1273,65,7076
2021-05-01,"San Francisco",496,182,678,66340,159,43,2920
2021-05-01,"San Joaquin",1146,199,1345,27276,397,28,329
2021-05-01,"San Luis Obispo",78,7,85,14260,5,0,687
2021-05-01,"San Mateo",493,138,631,21248,126,9,663
2021-05-01,"Santa Barbara",348,8,356,18693,81,1,1136
2021-05-01,"Santa Clara",1870,380,2250,93199,471,51,2598
2021-05-01,"Santa Cruz",62,0,62,11535,11,0,290
2021-05-01,"Shasta",347,3,350,17577,81,0,599
2021-05-01,"Siskiyou",168,1,169,1736,28,0,126
2021-05-01,"Solano",727,254,981,17813,107,37,609
2021-05-01,"Sonoma",237,53,290,20623,74,5,753
2021-05-01,"Stanislaus",2641,288,2929,40186,548,51,955
2021-05-01,"Sutter",0,0,0,434,0,0,0
2021-05-01,"Tehama",85,0,85,1778,20,1,112
2021-05-01,"Trinity",0,0,0,775,0,0,0
2021-05-01,"Tulare",407,132,539,20507,23,18,687
2021-05-01,"Tuolumne",36,0,36,2378,13,0,80
2021-05-01,"Ventura",647,148,795,35376,86,21,1429
2021-05-01,"Yolo",93,4,97,3772,16,0,130
2021-05-01,"Yuba",233,6,239,8087,29,0,227
2021-06-01,"Alameda",1115,811,1926,74366,288,129,3263
2021-06-01,"Amador",22,1,23,1590,17,0,30
2021-06-01,"Butte",231,2,233,13530,38,0,334
2021-06-01,"Calaveras",2,0,2,990,0,0,175
2021-06-01,"Colusa",28,0,28,1440,0,0,150
2021-06-01,"Contra Costa",738,224,962,38914,231,22,1262
2021-06-01,"Del Norte",32,1,33,1601,7,0,46
2021-06-01,"El Dorado",55,3,58,5700,13,1,141
2021-06-01,"Fresno",1351,409,1760,45760,235,40,721
2021-06-01,"Glenn",0,0,0,1410,0,0,0
2021-06-01,"Humboldt",254,59,313,8129,76,4,258
2021-06-01,"Imperial",125,3,128,7080,44,0,237
2021-06-01,"Inyo",13,0,13,870,0,0,55
2021-06-01,"Kern",825,147,972,34412,216,5,1563
2021-06-01,"Kings",170,1,171,3009,56,0,48
2021-06-01,"Lake",8,0,8,1896,4,0,72
2021-06-01,"Lassen",75,0,75,750,0,0,0
2021-06-01,"Los Angeles",7074,2001,9075,574521,1477,171,20571
2021-06-01,"Madera",108,254,362,8345,25,9,177
2021-06-01,"Marin",41,100,141,9759,18,15,422
2021-06-01,"Mariposa",0,0,0,420,0,0,0
2021-06-01,"Mendocino",143,1,144,2743,88,0,130
2021-06-01,"Merced",188,5,193,7679,96,0,299
2021-06-01,"Modoc",6,0,6,360,0,0,0
2021-06-01,"Mono",1,0,1,511,0,0,46
2021-06-01,"Monterey",99,5,104,21696,7,2,676
2021-06-01,"Napa",82,4,86,6136,56,0,145
2021-06-01,"Nevada",133,0,133,3777,21,0,86
2021-06-01,"Orange",1637,373,2010,174380,350,33,6721
2021-06-01,"Placer",819,342,1161,23839,153,35,617
2021-06-01,"Plumas",1,0,1,1050,0,0,0
2021-06-01,"Riverside",1132,484,1616,97397,255,57,3237
2021-06-01,"Sacramento",1797,480,2277,77130,504,29,2634
2021-06-01,"San Benito",20,0,20,750,4,0,14
2021-06-01,"San Bernardino",1852,342,2194,106327,538,76,4547
2021-06-01,"San Diego",2169,325,2494,193878,769,65,8162
2021-06-01,"San Francisco",461,152,613,64538,128,21,3077
2021-06-01,"San Joaquin",948,175,1123,26679,272,19,445
2021-06-01,"San Luis Obispo",114,6,120,13800,26,0,616
2021-06-01,"San Mateo",219,252,471,20863,40,16,570
2021-06-01,"Santa Barbara",263,10,273,18090,97,2,1034
2021-06-01,"Santa Clara",1253,369,1622,91022,472,42,2476
2021-06-01,"Santa Cruz",86,0,86,11162,10,0,216
2021-06-01,"Shasta",418,2,420,16960,126,0,672
2021-06-01,"Siskiyou",46,0,46,1649,20,0,118
2021-06-01,"Solano",392,213,605,17020,118,15,561
2021-06-01,"Sonoma",391,44,435,19973,97,3,607
2021-06-01,"Stanislaus",1637,228,1865,39045,364,23,984
2021-06-01,"Sutter",0,0,0,420,0,0,0
2021-06-01,"Tehama",68,0,68,1770,25,0,79
2021-06-01,"Trinity",0,0,0,750,0,0,0
2021-06-01,"Tulare",250,117,367,19945,18,15,645
2021-06-01,"Tuolumne",34,1,35,2760,11,0,75
2021-06-01,"Ventura",443,124,567,33795,66,7,1566
2021-06-01,"Yolo",33,2,35,3666,13,0,95
2021-06-01,"Yuba",341,3,344,7830,75,0,169
2021-07-01,"Alameda",2990,819,3809,76733,864,101,3287
2021-07-01,"Amador",61,9,70,1643,16,2,59
2021-07-01,"Butte",341,4,345,13981,49,3,395
2021-07-01,"Calaveras",24,0,24,1023,11,0,143
2021-07-01,"Colusa",28,0,28,1488,2,0,152
2021-07-01,"Contra Costa",1998,393,2391,40994,526,38,1261
2021-07-01,"Del Norte",43,1,44,1655,22,0,52
2021-07-01,"El Dorado",318,2,320,5890,95,2,122
2021-07-01,"Fresno",1935,401,2336,47653,373,35,599
2021-07-01,"Glenn",0,0,0,1457,0,0,0
2021-07-01,"Humboldt",285,61,346,8348,84,10,284
2021-07-01,"Imperial",227,1,228,7316,28,0,288
2021-07-01,"Inyo",0,0,0,899,0,0,56
2021-07-01,"Kern",1412,44,1456,35711,336,2,1403
2021-07-01,"Kings",374,0,374,3348,23,0,104
2021-07-01,"Lake",158,6,164,1988,52,0,17
2021-07-01,"Lassen",19,0,19,775,0,0,0
2021-07-01,"Los Angeles",17592,2847,20439,592505,3916,251,19915
2021-07-01,"Madera",282,266,548,8656,73,26,212
2021-07-01,"Marin",195,111,306,10151,58,13,396
2021-07-01,"Mariposa",0,0,0,404,0,0,0
2021-07-01,"Mendocino",224,0,224,3665,106,0,110
2021-07-01,"Merced",297,2,299,8412,71,0,422
2021-07-01,"Modoc",3,1,4,372,0,0,0
2021-07-01,"Mono",3,0,3,527,0,0,58
2021-07-01,"Monterey",350,4,354,22624,63,1,750
2021-07-01,"Napa",160,3,163,6382,61,0,192
2021-07-01,"Nevada",205,1,206,3881,33,1,93
2021-07-01,"Orange",4321,256,4577,181095,1099,37,5088
2021-07-01,"Placer",1677,391,2068,24474,347,62,536
2021-07-01,"Plumas",0,0,0,1085,0,0,0
2021-07-01,"Riverside",4173,723,4896,102812,905,74,3321
2021-07-01,"Sacramento",3800,592,4392,80263,865,70,2668
2021-07-01,"San Benito",26,1,27,775,9,0,29
2021-07-01,"San Bernardino",4683,434,5117,111123,964,62,4588
2021-07-01,"San Diego",5085,471,5556,200649,1130,61,7427
2021-07-01,"San Francisco",1163,226,1389,66563,399,33,2931
2021-07-01,"San Joaquin",1585,216,1801,28440,432,16,362
2021-07-01,"San Luis Obispo",151,14,165,14249,22,2,597
2021-07-01,"San Mateo",466,147,613,21710,152,21,522
2021-07-01,"Santa Barbara",501,23,524,18693,123,6,1002
2021-07-01,"Santa Clara",1874,417,2291,93815,456,55,2877
2021-07-01,"Santa Cruz",91,0,91,11543,31,0,189
2021-07-01,"Shasta",306,0,306,17391,13,0,697
2021-07-01,"Siskiyou",54,0,54,1769,4,4,138
2021-07-01,"Solano",883,240,1123,18082,198,34,399
2021-07-01,"Sonoma",1316,28,1344,20681,326,1,531
2021-07-01,"Stanislaus",1988,297,2285,40345,460,55,1057
2021-07-01,"Sutter",0,0,0,434,0,0,0
2021-07-01,"Tehama",56,0,56,1829,11,0,99
2021-07-01,"Trinity",0,0,0,775,0,0,0
2021-07-01,"Tulare",559,165,724,20542,51,7,673
2021-07-01,"Tuolumne",125,5,130,2238,28,1,67
2021-07-01,"Ventura",1085,186,1271,35165,213,30,1496
2021-07-01,"Yolo",242,1,243,3847,150,0,67
2021-07-01,"Yuba",440,10,450,8091,97,0,244
2021-08-01,"Alameda",6706,847,7553,77236,1950,66,2899
2021-08-01,"Amador",405,12,417,1644,145,0,6
2021-08-01,"Butte",1920,8,1928,14261,159,6,287
2021-08-01,"Calaveras",91,1,92,1023,14,0,156
2021-08-01,"Colusa",117,1,118,1488,0,0,155
2021-08-01,"Contra Costa",6021,517,6538,42309,1634,48,1178
2021-08-01,"Del Norte",516,0,516,1479,181,0,7
2021-08-01,"El Dorado",686,7,693,5890,219,4,55
2021-08-01,"Fresno",9254,450,9704,49286,1795,33,403
2021-08-01,"Glenn",104,2,106,1457,0,0,0
2021-08-01,"Humboldt",887,4,891,8336,258,0,207
2021-08-01,"Imperial",569,4,573,7316,181,0,145
2021-08-01,"Inyo",22,2,24,899,1,0,54
2021-08-01,"Kern",6207,29,6236,36405,1211,1,1142
2021-08-01,"Kings",1693,0,1693,3802,179,0,48
2021-08-01,"Lake",572,3,575,1974,155,0,13
2021-08-01,"Lassen",90,0,90,775,0,0,0
2021-08-01,"Los Angeles",49919,3711,53630,598662,12092,482,15871
2021-08-01,"Madera",741,235,976,8674,192,3,195
2021-08-01,"Marin",443,89,532,10238,131,5,336
2021-08-01,"Mariposa",0,0,0,372,0,0,0
2021-08-01,"Mendocino",765,2,767,2674,218,0,60
2021-08-01,"Merced",1020,1,1021,8405,342,0,117
2021-08-01,"Modoc",13,0,13,372,0,0,0
2021-08-01,"Mono",11,0,11,527,1,0,48
2021-08-01,"Monterey",1067,22,1089,22408,233,0,741
2021-08-01,"Napa",498,7,505,6385,141,0,102
2021-08-01,"Nevada",721,4,725,4167,81,0,61
2021-08-01,"Orange",15776,483,16259,185299,3493,91,4895
2021-08-01,"Placer",5637,356,5993,23887,1180,51,354
2021-08-01,"Plumas",83,2,85,925,0,0,0
2021-08-01,"Riverside",16171,1603,17774,106476,3313,66,2230
2021-08-01,"Sacramento",11329,642,11971,81938,2718,91,2323
2021-08-01,"San Benito",153,0,153,775,53,0,16
2021-08-01,"San Bernardino",15173,748,15921,112204,3680,164,3713
2021-08-01,"San Diego",17015,684,17699,201240,4116,88,6016
2021-08-01,"San Francisco",3385,196,3581,66685,1122,22,2641
2021-08-01,"San Joaquin",6250,199,6449,29330,1560,27,168
2021-08-01,"San Luis Obispo",1016,32,1048,14163,223,9,410
2021-08-01,"San Mateo",1462,244,1706,21929,423,22,518
2021-08-01,"Santa Barbara",1716,35,1751,18764,378,9,916
2021-08-01,"Santa Clara",6096,471,6567,95031,1648,50,2342
2021-08-01,"Santa Cruz",433,2,435,11534,89,0,178
2021-08-01,"Shasta",1854,1,1855,17462,466,0,528
2021-08-01,"Siskiyou",216,1,217,1711,66,15,105
2021-08-01,"Solano",3783,359,4142,18890,641,25,376
2021-08-01,"Sonoma",2254,55,2309,20280,511,3,550
2021-08-01,"Stanislaus",6885,374,7259,40722,1456,63,589
2021-08-01,"Sutter",0,0,0,434,0,0,0
2021-08-01,"Tehama",300,0,300,1829,107,0,55
2021-08-01,"Trinity",0,0,0,775,0,0,0
2021-08-01,"Tulare",3464,163,3627,20689,445,13,509
2021-08-01,"Tuolumne",611,6,617,2232,109,1,35
2021-08-01,"Ventura",3771,230,4001,36063,870,29,1102
2021-08-01,"Yolo",431,5,436,3741,185,0,37
2021-08-01,"Yuba",1470,28,1498,8091,458,0,105
2021-09-01,"Alameda",5018,1025,6043,74993,1731,130,2956
2021-09-01,"Amador",355,10,365,1590,157,0,2
2021-09-01,"Butte",3368,30,3398,13970,544,7,80
2021-09-01,"Calaveras",114,0,114,990,58,0,108
2021-09-01,"Colusa",132,0,132,1440,0,0,15
2021-09-01,"Contra Costa",4318,356,4674,40410,1489,35,1061
2021-09-01,"Del Norte",369,0,369,1417,131,0,6
2021-09-01,"El Dorado",552,3,555,5700,182,2,64
2021-09-01,"Fresno",11109,321,11430,46971,2460,44,340
2021-09-01,"Glenn",161,0,161,1410,0,0,0
2021-09-01,"Humboldt",810,13,823,8181,142,1,181
2021-09-01,"Imperial",765,0,765,7080,260,0,133
2021-09-01,"Inyo",57,1,58,870,5,0,48
2021-09-01,"Kern",9060,41,9101,36552,2102,0,581
2021-09-01,"Kings",2153,7,2160,3980,307,1,38
2021-09-01,"Lake",379,3,382,1734,117,2,15
2021-09-01,"Lassen",198,0,198,750,0,0,0
2021-09-01,"Los Angeles",34941,3348,38289,576279,10313,399,15794
2021-09-01,"Madera",828,136,964,8336,221,10,108
2021-09-01,"Marin",398,129,527,9885,214,9,333
2021-09-01,"Mariposa",0,0,0,360,0,0,0
2021-09-01,"Mendocino",664,8,672,3008,202,0,57
2021-09-01,"Merced",1374,12,1386,7906,350,0,105
2021-09-01,"Modoc",6,0,6,360,0,0,0
2021-09-01,"Mono",11,0,11,510,0,0,55
2021-09-01,"Monterey",1032,12,1044,21480,240,3,571
2021-09-01,"Napa",586,5,591,6286,184,0,62
2021-09-01,"Nevada",587,11,598,3679,145,4,19
2021-09-01,"Orange",11238,331,11569,177875,3187,45,4591
2021-09-01,"Placer",5449,408,5857,23027,1494,27,322
2021-09-01,"Plumas",134,1,135,1050,0,0,0
2021-09-01,"Riverside",14996,894,15890,104001,3810,64,1765
2021-09-01,"Sacramento",10122,651,10773,80020,2632,119,2322
2021-09-01,"San Benito",157,0,157,750,70,0,9
2021-09-01,"San Bernardino",13448,804,14252,109670,3995,66,3746
2021-09-01,"San Diego",14876,548,15424,195140,4710,61,5906
2021-09-01,"San Francisco",2349,162,2511,64335,751,12,2255
2021-09-01,"San Joaquin",6897,233,7130,28648,2207,13,181
2021-09-01,"San Luis Obispo",1213,28,1241,13238,262,1,368
2021-09-01,"San Mateo",1202,231,1433,20958,406,26,521
2021-09-01,"Santa Barbara",1721,52,1773,18420,483,27,804
2021-09-01,"Santa Clara",5214,576,5790,91761,1470,63,1635
2021-09-01,"Santa Cruz",445,25,470,10856,67,4,121
2021-09-01,"Shasta",2695,5,2700,17040,629,1,312
2021-09-01,"Siskiyou",406,0,406,1680,146,0,89
2021-09-01,"Solano",2997,303,3300,17427,739,22,218
2021-09-01,"Sonoma",1593,46,1639,19530,517,1,425
2021-09-01,"Stanislaus",8359,334,8693,41203,1926,40,494
2021-09-01,"Sutter",0,0,0,420,0,0,0
2021-09-01,"Tehama",845,0,845,1780,195,0,8
2021-09-01,"Trinity",0,0,0,750,0,0,0
2021-09-01,"Tulare",5018,176,5194,20504,782,13,165
2021-09-01,"Tuolumne",356,2,358,2160,71,0,44
2021-09-01,"Ventura",3266,167,3433,35261,870,5,905
2021-09-01,"Yolo",458,0,458,3893,234,0,26
2021-09-01,"Yuba",1475,13,1488,7830,463,0,14
2021-10-01,"Alameda",2819,1082,3901,76846,1051,169,3222
2021-10-01,"Amador",250,15,265,1643,152,0,8
2021-10-01,"Butte",2012,9,2021,14391,360,0,220
2021-10-01,"Calaveras",61,0,61,1023,25,0,91
2021-10-01,"Colusa",80,0,80,1488,0,0,0
2021-10-01,"Contra Costa",1885,281,2166,41158,694,19,1210
2021-10-01,"Del Norte",72,4,76,1599,19,0,33
2021-10-01,"El Dorado",300,2,302,5890,147,1,48
2021-10-01,"Fresno",8562,300,8862,48487,1806,29,575
2021-10-01,"Glenn",29,0,29,1457,0,0,0
2021-10-01,"Humboldt",516,18,534,8499,128,0,165
2021-10-01,"Imperial",671,0,671,7316,198,0,215
2021-10-01,"Inyo",97,0,97,899,7,0,43
2021-10-01,"Kern",7148,17,7165,38225,2214,0,590
2021-10-01,"Kings",1942,4,1946,4019,348,1,57
2021-10-01,"Lake",159,1,160,1978,56,0,15
2021-10-01,"Lassen",76,0,76,775,0,0,0
2021-10-01,"Los Angeles",20774,2674,23448,592521,5873,295,17574
2021-10-01,"Madera",653,126,779,8620,187,5,146
2021-10-01,"Marin",217,99,316,10169,64,5,395
2021-10-01,"Mariposa",0,0,0,372,0,0,0
2021-10-01,"Mendocino",318,18,336,2894,117,1,68
2021-10-01,"Merced",1297,54,1351,8402,401,1,76
2021-10-01,"Modoc",50,0,50,372,0,0,0
2021-10-01,"Mono",19,0,19,527,1,0,60
2021-10-01,"Monterey",493,9,502,22196,124,0,485
2021-10-01,"Napa",393,0,393,6432,158,0,64
2021-10-01,"Nevada",255,3,258,3654,82,2,36
2021-10-01,"Orange",6479,286,6765,184235,1485,47,4795
2021-10-01,"Placer",3093,386,3479,24000,890,26,508
2021-10-01,"Plumas",36,3,39,1085,0,0,0
2021-10-01,"Riverside",8279,685,8964,107315,2146,43,2527
2021-10-01,"Sacramento",6025,663,6688,82538,1584,84,4894
2021-10-01,"San Benito",128,0,128,775,55,0,19
2021-10-01,"San Bernardino",8342,498,8840,113636,2543,56,4218
2021-10-01,"San Diego",8805,446,9251,201199,2613,65,6436
2021-10-01,"San Francisco",1630,173,1803,66610,497,12,2492
2021-10-01,"San Joaquin",3450,188,3638,29208,1259,31,339
2021-10-01,"San Luis Obispo",558,17,575,13705,91,3,449
2021-10-01,"San Mateo",675,246,921,21509,174,39,536
2021-10-01,"Santa Barbara",1202,21,1223,19034,432,0,857
2021-10-01,"Santa Clara",3260,580,3840,95961,965,60,1809
2021-10-01,"Santa Cruz",133,15,148,9215,27,12,108
2021-10-01,"Shasta",2266,28,2294,17608,543,14,273
2021-10-01,"Siskiyou",233,0,233,1736,98,0,99
2021-10-01,"Solano",1605,338,1943,17860,368,16,331
2021-10-01,"Sonoma",781,55,836,19607,282,1,475
2021-10-01,"Stanislaus",5038,295,5333,42685,1149,44,813
2021-10-01,"Sutter",0,0,0,434,0,0,0
2021-10-01,"Tehama",677,0,677,1839,152,0,32
2021-10-01,"Trinity",0,0,0,775,0,0,0
2021-10-01,"Tulare",4932,263,5195,21121,822,31,149
2021-10-01,"Tuolumne",337,5,342,2232,48,0,75
2021-10-01,"Ventura",1636,144,1780,35778,372,6,1015
2021-10-01,"Yolo",264,1,265,4014,101,0,114
2021-10-01,"Yuba",780,22,802,8105,238,5,109
2021-11-01,"Alameda",1547,801,2348,73231,464,62,3243
2021-11-01,"Amador",159,6,165,1592,69,5,15
2021-11-01,"Butte",1475,4,1479,13915,309,0,247
2021-11-01,"Calaveras",86,0,86,990,35,0,112
2021-11-01,"Colusa",60,0,60,1440,0,0,0
2021-11-01,"Contra Costa",1074,421,1495,39454,348,53,1285
2021-11-01,"Del Norte",29,2,31,1606,7,0,49
2021-11-01,"El Dorado",233,1,234,5700,62,0,111
2021-11-01,"Fresno",7767,432,8199,46728,1852,46,528
2021-11-01,"Glenn",1,6,7,1410,0,0,0
2021-11-01,"Humboldt",359,11,370,7957,89,1,190
2021-11-01,"Imperial",1286,1,1287,7080,472,0,73
2021-11-01,"Inyo",87,0,87,870,9,0,42
2021-11-01,"Kern",5742,22,5764,35261,1400,0,658
2021-11-01,"Kings",1238,1,1239,3934,180,0,103
2021-11-01,"Lake",72,0,72,1922,41,0,29
2021-11-01,"Lassen",87,0,87,750,0,0,0
2021-11-01,"Los Angeles",18081,2510,20591,574876,4735,277,17328
2021-11-01,"Madera",845,135,980,8361,201,5,135
2021-11-01,"Marin",87,97,184,9727,15,17,344
2021-11-01,"Mariposa",0,0,0,360,0,0,0
2021-11-01,"Mendocino",227,4,231,2790,74,2,74
2021-11-01,"Merced",1052,3,1055,8143,340,1,91
2021-11-01,"Modoc",54,3,57,360,0,0,0
2021-11-01,"Mono",4,0,4,510,0,0,57
2021-11-01,"Monterey",483,8,491,21480,34,0,525
2021-11-01,"Napa",241,12,253,6303,111,0,176
2021-11-01,"Nevada",351,2,353,3718,81,0,53
2021-11-01,"Orange",6041,271,6312,177512,1525,25,4707
2021-11-01,"Placer",2837,352,3189,23250,862,48,588
2021-11-01,"Plumas",87,0,87,1050,0,0,0
2021-11-01,"Riverside",7261,747,8008,104795,1797,82,2727
2021-11-01,"Sacramento",4512,576,5088,79315,1302,49,2296
2021-11-01,"San Benito",74,0,74,750,19,0,24
2021-11-01,"San Bernardino",9245,596,9841,110730,2726,107,4291
2021-11-01,"San Diego",8005,444,8449,194790,2400,54,6278
2021-11-01,"San Francisco",883,169,1052,63281,342,32,2406
2021-11-01,"San Joaquin",2679,176,2855,28065,814,8,280
