"date","county","hospitalized_covid_confirmed_patients","hospitalized_suspected_covid_patients","hospitalized_covid_patients","all_hospital_beds","icu_covid_confirmed_patients","icu_suspected_covid_patients","icu_available_beds"
2022-08-01,"El Dorado",201,6,207,5371,43,3,126
2022-08-01,"Fresno",6024,534,6558,49449,561,47,848
2022-08-01,"Glenn",43,0,43,1256,0,0,0
2022-08-01,"Humboldt",370,24,394,7761,62,0,187
2022-08-01,"Imperial",457,0,457,5664,54,0,305
2022-08-01,"Inyo",15,2,17,871,4,0,62
2022-08-01,"Kern",2323,6,2329,33316,387,1,838
2022-08-01,"Kings",302,0,302,3048,31,0,51
2022-08-01,"Lake",113,0,113,2017,25,0,54
2022-08-01,"Lassen",11,0,11,775,0,0,0
2022-08-01,"Los Angeles",30986,2129,33115,585660,3380,148,22031
2022-08-01,"Madera",546,158,704,9054,139,12,265
2022-08-01,"Marin",671,129,800,11253,66,8,278
2022-08-01,"Mariposa",0,0,0,240,0,0,0
2022-08-01,"Mendocino",166,0,166,2754,52,0,96
2022-08-01,"Merced",480,0,480,8412,78,0,317
2022-08-01,"Modoc",4,0,4,316,0,0,0
2022-08-01,"Mono",1,0,1,510,0,0,51
2022-08-01,"Monterey",1036,40,1076,22393,60,0,552
2022-08-01,"Napa",296,0,296,6331,32,0,148
2022-08-01,"Nevada",186,6,192,3775,16,0,110
2022-08-01,"Orange",8161,173,8334,181578,1154,37,4840
2022-08-01,"Placer",2298,421,2719,24218,334,57,592
2022-08-01,"Plumas",8,0,8,1060,0,0,0
2022-08-01,"Riverside",5214,517,5731,102256,570,58,3075
2022-08-01,"Sacramento",5604,755,6359,84192,700,103,2866
2022-08-01,"San Benito",57,0,57,775,13,0,7
2022-08-01,"San Bernardino",5665,208,5873,111008,627,31,4722
2022-08-01,"San Diego",9936,427,10363,198247,1021,21,8030
2022-08-01,"San Francisco",3243,231,3474,64934,439,27,2790
2022-08-01,"San Joaquin",1965,160,2125,28678,278,40,575
2022-08-01,"San Luis Obispo",522,21,543,13634,25,3,620
2022-08-01,"San Mateo",1559,318,1877,21677,102,27,723
2022-08-01,"Santa Barbara",1304,20,1324,18484,106,3,761
2022-08-01,"Santa Clara",6645,699,7344,95174,898,74,1710
2022-08-01,"Santa Cruz",625,0,625,9028,35,0,113
2022-08-01,"Shasta",697,32,729,16860,63,0,802
2022-08-01,"Siskiyou",63,0,63,1686,16,0,142
2022-08-01,"Solano",1605,621,2226,18644,270,63,359
2022-08-01,"Sonoma",1258,147,1405,20903,88,2,631
2022-08-01,"Stanislaus",3103,406,3509,41497,336,29,982
2022-08-01,"Sutter",0,0,0,434,0,0,0
2022-08-01,"Tehama",73,0,73,1860,8,0,109
2022-08-01,"Trinity",0,0,0,655,0,0,0
2022-08-01,"Tulare",1223,56,1279,20396,76,3,595
2022-08-01,"Tuolumne",71,0,71,2232,6,0,110
2022-08-01,"Ventura",2300,107,2407,35864,228,10,976
2022-08-01,"Yolo",202,4,206,3920,59,4,90
2022-08-01,"Yuba",325,4,329,8277,40,0,347
2022-09-01,"Alameda",2870,1050,3920,73703,404,94,2839
2022-09-01,"Amador",95,8,103,1620,24,NA,64
2022-09-01,"Butte",602,10,612,12420,47,3,425
2022-09-01,"Calaveras",25,1,26,990,6,0,39
2022-09-01,"Colusa",51,0,51,1440,0,0,0
2022-09-01,"Contra Costa",1733,808,2541,39425,257,76,1476
2022-09-01,"Del Norte",75,11,86,1642,16,NA,50
2022-09-01,"El Dorado",119,0,119,5356,20,0,117
2022-09-01,"Fresno",4147,570,4717,49591,368,37,833
2022-09-01,"Glenn",54,0,54,740,0,0,0
2022-09-01,"Humboldt",304,1,305,6461,52,0,131
2022-09-01,"Imperial",322,0,322,6059,49,0,276
2022-09-01,"Inyo",4,1,5,822,2,0,108
2022-09-01,"Kern",1475,13,1488,30681,254,2,916
2022-09-01,"Kings",157,0,157,2927,7,0,83
2022-09-01,"Lake",66,0,66,1951,7,0,56
2022-09-01,"Lassen",7,0,7,750,0,0,0
2022-09-01,"Los Angeles",19380,1949,21329,564703,2441,137,20612
2022-09-01,"Madera",397,204,601,9620,97,19,265
2022-09-01,"Marin",337,161,498,10856,23,14,351
2022-09-01,"Mariposa",0,0,0,284,0,0,0
2022-09-01,"Mendocino",90,0,90,2640,22,0,71
2022-09-01,"Merced",305,2,307,8136,27,0,263
2022-09-01,"Modoc",4,0,4,304,0,0,0
2022-09-01,"Mono",1,0,1,510,0,0,52
2022-09-01,"Monterey",595,16,611,21470,41,0,593
2022-09-01,"Napa",173,0,173,5824,21,0,174
2022-09-01,"Nevada",86,11,97,3503,2,3,147
2022-09-01,"Orange",4930,186,5116,176067,737,38,4395
2022-09-01,"Placer",1560,487,2047,23528,172,63,461
2022-09-01,"Plumas",16,0,16,1041,0,0,0
2022-09-01,"Riverside",3023,413,3436,95538,338,35,2746
2022-09-01,"Sacramento",4028,1026,5054,81809,564,155,2737
2022-09-01,"San Benito",42,0,42,750,25,0,16
2022-09-01,"San Bernardino",3454,134,3588,103873,589,16,4637
2022-09-01,"San Diego",6386,408,6794,194577,704,36,7326
2022-09-01,"San Francisco",1840,241,2081,64444,285,24,2127
2022-09-01,"San Joaquin",1208,92,1300,27620,180,16,683
2022-09-01,"San Luis Obispo",262,6,268,13138,20,1,632
2022-09-01,"San Mateo",729,289,1018,19980,34,9,583
2022-09-01,"Santa Barbara",886,4,890,18121,57,2,713
2022-09-01,"Santa Clara",4504,594,5098,92475,644,48,1639
2022-09-01,"Santa Cruz",346,0,346,8407,20,2,26
2022-09-01,"Shasta",630,22,652,16924,64,2,821
2022-09-01,"Siskiyou",56,2,58,1630,18,0,92
2022-09-01,"Solano",944,660,1604,17624,138,63,337
2022-09-01,"Sonoma",995,211,1206,19018,57,13,595
2022-09-01,"Stanislaus",1935,367,2302,36576,153,30,1106
2022-09-01,"Sutter",0,0,0,420,0,NA,0
2022-09-01,"Tehama",64,0,64,1800,1,0,138
2022-09-01,"Trinity",0,0,0,300,0,0,0
2022-09-01,"Tulare",934,58,992,19768,35,2,669
2022-09-01,"Tuolumne",34,0,34,2160,6,0,92
2022-09-01,"Ventura",1486,106,1592,35033,116,1,1007
2022-09-01,"Yolo",152,2,154,3844,59,0,115
2022-09-01,"Yuba",201,0,201,8010,7,0,312
2022-10-01,"Alameda",1814,960,2774,76530,267,86,3181
2022-10-01,"Amador",32,0,32,1677,13,0,72
2022-10-01,"Butte",382,0,382,12834,29,0,431
2022-10-01,"Calaveras",10,2,12,1023,6,2,61
2022-10-01,"Colusa",8,0,8,1185,0,0,0
2022-10-01,"Contra Costa",1158,918,2076,42307,189,139,1814
2022-10-01,"Del Norte",34,0,34,1693,10,0,66
2022-10-01,"El Dorado",129,0,129,5534,29,0,117
2022-10-01,"Fresno",2239,494,2733,51680,246,58,932
2022-10-01,"Glenn",19,0,19,855,0,0,0
2022-10-01,"Humboldt",188,4,192,8450,28,0,155
2022-10-01,"Imperial",201,0,201,6286,3,0,314
2022-10-01,"Inyo",8,0,8,900,3,0,117
2022-10-01,"Kern",945,3,948,31051,125,0,1113
2022-10-01,"Kings",89,0,89,3001,4,0,87
2022-10-01,"Lake",42,5,47,2017,13,2,35
2022-10-01,"Lassen",18,0,18,775,0,0,0
2022-10-01,"Los Angeles",13368,1559,14927,592177,1619,94,20719
2022-10-01,"Madera",201,23,224,9864,59,2,258
2022-10-01,"Marin",292,90,382,11356,26,10,381
2022-10-01,"Mariposa",0,0,0,412,0,0,0
2022-10-01,"Mendocino",89,0,89,2753,21,0,65
2022-10-01,"Merced",304,2,306,8408,53,1,269
2022-10-01,"Modoc",4,0,4,346,0,0,0
2022-10-01,"Mono",5,0,5,527,1,0,51
2022-10-01,"Monterey",432,0,432,22289,21,0,667
2022-10-01,"Napa",112,0,112,6534,29,0,315
2022-10-01,"Nevada",122,35,157,3662,23,2,122
2022-10-01,"Orange",3761,227,3988,183212,493,57,4616
2022-10-01,"Placer",1245,620,1865,24574,137,83,563
2022-10-01,"Plumas",12,0,12,1083,0,0,0
2022-10-01,"Riverside",2064,419,2483,105585,229,57,3214
2022-10-01,"Sacramento",3016,1085,4101,84069,463,220,2486
2022-10-01,"San Benito",40,0,40,775,11,0,16
2022-10-01,"San Bernardino",2350,85,2435,110415,333,5,4633
2022-10-01,"San Diego",4354,380,4734,201755,657,35,7868
2022-10-01,"San Francisco",1576,308,1884,66962,251,24,2475
2022-10-01,"San Joaquin",725,98,823,28419,145,18,477
2022-10-01,"San Luis Obispo",111,5,116,13626,7,0,660
2022-10-01,"San Mateo",695,314,1009,20429,36,40,585
2022-10-01,"Santa Barbara",638,17,655,18724,85,12,596
2022-10-01,"Santa Clara",3510,591,4101,96798,459,64,1608
2022-10-01,"Santa Cruz",371,0,371,10001,21,0,21
2022-10-01,"Shasta",372,32,404,17608,44,0,739
2022-10-01,"Siskiyou",48,0,48,1736,10,0,107
2022-10-01,"Solano",741,697,1438,18446,80,78,353
2022-10-01,"Sonoma",726,279,1005,19503,69,16,825
2022-10-01,"Stanislaus",1575,458,2033,37728,193,53,1032
2022-10-01,"Sutter",0,0,0,434,0,0,0
2022-10-01,"Tehama",31,0,31,1860,5,0,122
2022-10-01,"Trinity",15,0,15,310,0,0,0
2022-10-01,"Tulare",422,53,475,20371,28,6,780
2022-10-01,"Tuolumne",30,0,30,2232,2,0,76
2022-10-01,"Ventura",1131,96,1227,37015,73,3,1150
2022-10-01,"Yolo",138,0,138,3953,24,0,105
2022-10-01,"Yuba",107,6,113,8265,19,1,287
2022-11-01,"Alameda",2605,1434,4039,75741,338,191,2839
2022-11-01,"Amador",70,12,82,1604,6,0,58
2022-11-01,"Butte",659,0,659,12465,50,0,392
2022-11-01,"Calaveras",20,0,20,990,1,0,26
2022-11-01,"Colusa",18,1,19,920,0,0,0
2022-11-01,"Contra Costa",1605,1424,3029,41747,188,92,1081
2022-11-01,"Del Norte",42,0,42,1650,3,0,44
2022-11-01,"El Dorado",254,0,254,5372,21,0,109
2022-11-01,"Fresno",3109,562,3671,50272,370,77,681
2022-11-01,"Glenn",21,0,21,900,0,0,0
2022-11-01,"Humboldt",212,1,213,8172,27,0,121
2022-11-01,"Imperial",222,3,225,6087,39,0,276
2022-11-01,"Inyo",6,0,6,870,0,0,112
2022-11-01,"Kern",1434,13,1447,30837,192,0,897
2022-11-01,"Kings",209,0,209,2997,22,0,76
2022-11-01,"Lake",62,2,64,2070,18,0,18
2022-11-01,"Lassen",1,0,1,750,0,0,0
2022-11-01,"Los Angeles",20212,1827,22039,576447,2297,202,17595
2022-11-01,"Madera",309,100,409,9810,70,13,205
2022-11-01,"Marin",357,215,572,11441,16,12,377
2022-11-01,"Mariposa",2,0,2,420,0,0,0
2022-11-01,"Mendocino",126,0,126,2681,18,0,36
2022-11-01,"Merced",282,4,286,8261,30,0,302
2022-11-01,"Modoc",15,0,15,368,0,0,0
2022-11-01,"Mono",4,0,4,510,0,0,50
2022-11-01,"Monterey",592,3,595,21570,9,2,682
2022-11-01,"Napa",189,1,190,6391,21,0,200
2022-11-01,"Nevada",170,37,207,3565,28,0,107
2022-11-01,"Orange",5000,535,5535,178256,747,94,4002
2022-11-01,"Placer",1806,744,2550,24073,195,74,525
2022-11-01,"Plumas",14,0,14,1050,0,0,0
2022-11-01,"Riverside",3455,447,3902,102576,333,49,2993
2022-11-01,"Sacramento",3251,1346,4597,82083,407,222,2015
2022-11-01,"San Benito",30,0,30,750,1,0,19
2022-11-01,"San Bernardino",3262,188,3450,107596,505,10,4535
2022-11-01,"San Diego",5545,491,6036,195905,711,34,7202
2022-11-01,"San Francisco",1887,416,2303,65248,214,39,2201
2022-11-01,"San Joaquin",1029,140,1169,27895,138,19,415
2022-11-01,"San Luis Obispo",206,10,216,13212,32,2,575
2022-11-01,"San Mateo",941,457,1398,20177,75,56,454
2022-11-01,"Santa Barbara",649,17,666,18120,96,9,528
2022-11-01,"Santa Clara",3929,911,4840,94590,551,124,1098
2022-11-01,"Santa Cruz",408,0,408,10018,37,0,13
2022-11-01,"Shasta",417,63,480,17040,66,8,735
2022-11-01,"Siskiyou",47,0,47,1680,4,0,78
2022-11-01,"Solano",949,1036,1985,17924,146,106,289
2022-11-01,"Sonoma",820,368,1188,20276,71,17,723
2022-11-01,"Stanislaus",1795,570,2365,36316,244,99,621
2022-11-01,"Sutter",5,0,5,510,2,0,1
2022-11-01,"Tehama",105,0,105,1800,27,0,108
2022-11-01,"Trinity",21,0,21,300,0,0,0
2022-11-01,"Tulare",585,87,672,19724,9,2,730
2022-11-01,"Tuolumne",64,0,64,2166,1,0,56
2022-11-01,"Ventura",1196,114,1310,35527,72,1,946
2022-11-01,"Yolo",147,0,147,3846,37,0,82
2022-11-01,"Yuba",176,0,176,7926,20,0,221
2022-12-01,"Alameda",4990,2024,7014,78609,565,302,2451
2022-12-01,"Amador",119,8,127,1678,6,0,34
2022-12-01,"Butte",1233,3,1236,12943,75,0,380
2022-12-01,"Calaveras",32,0,32,576,13,0,18
2022-12-01,"Colusa",49,0,49,1133,0,0,0
2022-12-01,"Contra Costa",2936,2068,5004,43429,329,192,892
2022-12-01,"Del Norte",87,1,88,1691,7,0,40
2022-12-01,"El Dorado",299,3,302,5522,37,3,85
2022-12-01,"Fresno",6515,858,7373,52338,663,69,622
2022-12-01,"Glenn",83,0,83,947,0,0,0
2022-12-01,"Humboldt",359,10,369,8479,38,0,130
2022-12-01,"Imperial",639,0,639,6552,68,0,325
2022-12-01,"Inyo",17,0,17,899,0,0,107
2022-12-01,"Kern",1952,31,1983,32744,243,5,754
2022-12-01,"Kings",197,0,197,3243,14,0,54
2022-12-01,"Lake",117,15,132,2020,17,0,7
2022-12-01,"Lassen",1,2,3,775,0,0,0
2022-12-01,"Los Angeles",38318,2776,41094,594690,4401,320,19858
2022-12-01,"Madera",338,130,468,10065,48,10,201
2022-12-01,"Marin",700,316,1016,11838,50,28,230
2022-12-01,"Mariposa",0,0,0,434,0,0,0
2022-12-01,"Mendocino",232,0,232,2859,44,0,52
2022-12-01,"Merced",580,1,581,8419,60,0,149
2022-12-01,"Modoc",2,0,2,366,0,0,0
2022-12-01,"Mono",4,0,4,527,0,0,59
2022-12-01,"Monterey",733,29,762,22245,45,0,434
2022-12-01,"Napa",257,2,259,6402,15,0,116
2022-12-01,"Nevada",259,50,309,3647,41,0,78
2022-12-01,"Orange",10587,609,11196,182304,1387,70,3876
2022-12-01,"Placer",2818,959,3777,24891,255,87,502
2022-12-01,"Plumas",22,0,22,1157,0,0,0
2022-12-01,"Riverside",6601,558,7159,106159,752,75,2940
2022-12-01,"Sacramento",6268,1726,7994,86011,843,319,2072
2022-12-01,"San Benito",123,0,123,775,46,0,7
2022-12-01,"San Bernardino",7180,164,7344,110998,1017,8,4571
2022-12-01,"San Diego",11855,636,12491,203630,1288,38,7168
2022-12-01,"San Francisco",3268,422,3690,66973,393,35,1863
2022-12-01,"San Joaquin",2447,201,2648,28300,410,24,289
2022-12-01,"San Luis Obispo",453,19,472,13765,11,3,570
2022-12-01,"San Mateo",1857,702,2559,21295,158,126,364
2022-12-01,"Santa Barbara",1368,13,1381,19324,193,12,410
2022-12-01,"Santa Clara",6756,1281,8037,98219,929,184,1120
2022-12-01,"Santa Cruz",836,0,836,10022,54,0,19
2022-12-01,"Shasta",755,48,803,17608,88,3,741
2022-12-01,"Siskiyou",43,0,43,1736,5,0,89
2022-12-01,"Solano",1589,1448,3037,19855,220,140,248
2022-12-01,"Sonoma",1299,485,1784,20917,122,21,728
2022-12-01,"Stanislaus",3219,766,3985,38066,299,106,733
2022-12-01,"Sutter",0,0,0,434,0,0,0
2022-12-01,"Tehama",165,0,165,1860,21,0,62
2022-12-01,"Trinity",0,0,0,310,0,0,0
2022-12-01,"Tulare",1266,94,1360,20583,66,9,625
2022-12-01,"Tuolumne",125,0,125,2232,16,0,28
2022-12-01,"Ventura",2501,122,2623,37115,265,1,897
2022-12-01,"Yolo",190,1,191,4186,33,0,48
2022-12-01,"Yuba",358,19,377,8091,11,0,214
2023-01-01,"Alameda",3862,1869,5731,78614,323,228,2645
2023-01-01,"Amador",68,15,83,1674,1,0,37
2023-01-01,"Butte",770,1,771,13245,63,0,387
2023-01-01,"Calaveras",28,0,28,991,10,0,34
2023-01-01,"Colusa",5,0,5,1147,0,0,0
2023-01-01,"Contra Costa",2349,2114,4463,43650,304,227,1214
2023-01-01,"Del Norte",104,0,104,1678,25,0,47
2023-01-01,"El Dorado",108,2,110,5510,21,1,96
2023-01-01,"Fresno",5305,665,5970,52214,601,67,703
2023-01-01,"Glenn",0,0,0,956,0,0,0
2023-01-01,"Humboldt",282,10,292,8438,79,0,95
2023-01-01,"Imperial",378,4,382,6873,66,0,317
2023-01-01,"Inyo",16,0,16,899,3,0,117
2023-01-01,"Kern",1950,15,1965,32977,253,0,774
2023-01-01,"Kings",157,2,159,3405,8,1,61
2023-01-01,"Lake",109,4,113,2028,26,0,15
2023-01-01,"Lassen",13,2,15,775,0,0,0
2023-01-01,"Los Angeles",29514,1975,31489,595049,3481,179,16087
2023-01-01,"Madera",217,0,217,10012,36,0,462
2023-01-01,"Marin",678,245,923,12205,83,10,341
2023-01-01,"Mariposa",0,0,0,434,0,0,0
2023-01-01,"Mendocino",209,0,209,2873,40,0,59
2023-01-01,"Merced",417,0,417,8405,89,0,192
2023-01-01,"Modoc",12,21,33,368,0,0,0
2023-01-01,"Mono",2,0,2,529,0,0,49
2023-01-01,"Monterey",577,0,577,22497,40,0,518
2023-01-01,"Napa",199,0,199,6618,38,0,110
2023-01-01,"Nevada",171,42,213,3631,23,0,73
2023-01-01,"Orange",7740,234,7974,182994,895,48,4056
2023-01-01,"Placer",2405,894,3299,24131,217,111,518
2023-01-01,"Plumas",21,0,21,1145,0,0,0
2023-01-01,"Riverside",5504,359,5863,105483,764,46,3304
2023-01-01,"Sacramento",5419,1659,7078,86581,670,204,2119
2023-01-01,"San Benito",29,0,29,775,15,0,46
2023-01-01,"San Bernardino",5820,162,5982,111967,977,6,4626
2023-01-01,"San Diego",10883,358,11241,203837,1226,19,7246
2023-01-01,"San Francisco",2454,353,2807,66702,337,33,2188
2023-01-01,"San Joaquin",1705,202,1907,28504,293,28,351
2023-01-01,"San Luis Obispo",381,15,396,13877,24,0,638
2023-01-01,"San Mateo",1288,759,2047,21548,109,71,433
2023-01-01,"Santa Barbara",1157,16,1173,18964,106,13,509
2023-01-01,"Santa Clara",5382,1244,6626,96668,730,171,1439
2023-01-01,"Santa Cruz",723,0,723,10370,15,0,22
2023-01-01,"Shasta",434,20,454,17608,42,0,1534
2023-01-01,"Siskiyou",28,2,30,1736,0,2,101
2023-01-01,"Solano",1549,1270,2819,19788,164,122,218
2023-01-01,"Sonoma",1102,706,1808,20443,82,22,713
2023-01-01,"Stanislaus",2275,697,2972,37990,211,104,804
2023-01-01,"Sutter",0,0,0,434,0,0,0
2023-01-01,"Tehama",40,0,40,1860,4,0,97
2023-01-01,"Trinity",0,0,0,310,0,0,0
2023-01-01,"Tulare",1386,52,1438,20511,104,1,594
2023-01-01,"Tuolumne",54,0,54,2232,7,0,52
2023-01-01,"Ventura",2235,100,2335,37083,336,4,1019
2023-01-01,"Yolo",92,1,93,4133,16,0,46
2023-01-01,"Yuba",322,106,428,8091,36,3,272
2023-02-01,"Alameda",2556,1700,4256,71218,237,201,2439
2023-02-01,"Amador",26,0,26,1512,5,0,58
2023-02-01,"Butte",460,4,464,12006,28,2,340
2023-02-01,"Calaveras",14,1,15,924,4,1,40
2023-02-01,"Colusa",4,0,4,1036,0,0,0
2023-02-01,"Contra Costa",1555,1722,3277,39155,189,212,1143
2023-02-01,"Del Norte",34,0,34,1521,0,0,25
2023-02-01,"El Dorado",69,0,69,5256,6,0,155
2023-02-01,"Fresno",3000,506,3506,47334,295,25,546
2023-02-01,"Glenn",83,0,83,884,0,0,0
2023-02-01,"Humboldt",182,11,193,7660,21,0,116
2023-02-01,"Imperial",245,0,245,6188,22,0,181
2023-02-01,"Inyo",3,0,3,811,0,0,109
2023-02-01,"Kern",1134,7,1141,28866,156,0,694
2023-02-01,"Kings",134,2,136,3170,8,2,59
2023-02-01,"Lake",84,0,84,1808,8,0,12
2023-02-01,"Lassen",0,0,0,650,0,0,0
2023-02-01,"Los Angeles",19155,1642,20797,538787,2052,166,14901
2023-02-01,"Madera",195,0,195,9452,31,0,360
2023-02-01,"Marin",467,247,714,10877,67,21,259
2023-02-01,"Mariposa",0,0,0,392,0,0,0
2023-02-01,"Mendocino",129,0,129,2636,24,0,58
2023-02-01,"Merced",387,0,387,7593,28,0,190
2023-02-01,"Modoc",0,0,0,336,0,0,0
2023-02-01,"Mono",0,0,0,476,0,0,48
2023-02-01,"Monterey",594,0,594,20424,35,0,515
2023-02-01,"Napa",171,4,175,5889,26,0,120
2023-02-01,"Nevada",134,13,147,3281,9,0,102
2023-02-01,"Orange",4877,161,5038,163747,582,25,3623
2023-02-01,"Placer",1359,937,2296,21846,140,167,442
2023-02-01,"Plumas",6,0,6,980,0,0,0
2023-02-01,"Riverside",2806,381,3187,96095,384,52,3003
2023-02-01,"Sacramento",3586,1260,4846,77228,515,178,1950
2023-02-01,"San Benito",45,0,45,700,0,0,63
2023-02-01,"San Bernardino",4050,107,4157,101233,580,23,3916
2023-02-01,"San Diego",7086,339,7425,181859,758,16,6090
2023-02-01,"San Francisco",1964,390,2354,60358,150,48,1792
2023-02-01,"San Joaquin",1099,159,1258,25308,118,27,320
2023-02-01,"San Luis Obispo",261,11,272,12621,6,0,571
2023-02-01,"San Mateo",1143,659,1802,19449,78,63,280
2023-02-01,"Santa Barbara",588,20,608,17152,87,17,434
2023-02-01,"Santa Clara",3942,1204,5146,89145,691,173,1225
2023-02-01,"Santa Cruz",402,0,402,9300,25,0,16
2023-02-01,"Shasta",164,7,171,15904,6,1,687
2023-02-01,"Siskiyou",8,2,10,1568,0,0,107
2023-02-01,"Solano",1012,953,1965,17439,98,104,206
2023-02-01,"Sonoma",744,584,1328,18036,67,15,756
2023-02-01,"Stanislaus",1697,563,2260,34214,182,94,736
2023-02-01,"Sutter",0,0,0,392,0,0,0
2023-02-01,"Tehama",39,0,39,1680,5,0,134
2023-02-01,"Trinity",0,0,0,275,0,0,0
2023-02-01,"Tulare",739,58,797,18536,43,7,628
2023-02-01,"Tuolumne",31,1,32,2016,6,0,58
2023-02-01,"Ventura",1164,88,1252,33471,143,10,860
2023-02-01,"Yolo",106,0,106,3804,21,0,51
2023-02-01,"Yuba",118,0,118,7326,9,0,180
2023-03-01,"Alameda",2767,1669,4436,78342,363,205,2618
2023-03-01,"Amador",64,0,64,1674,17,0,67
2023-03-01,"Butte",266,1,267,13102,33,0,394
2023-03-01,"Calaveras",4,0,4,1023,7,0,32
2023-03-01,"Colusa",15,0,15,1147,0,0,0
2023-03-01,"Contra Costa",1595,1870,3465,43398,201,202,1261
2023-03-01,"Del Norte",30,0,30,1682,12,0,61
2023-03-01,"El Dorado",56,0,56,5878,1,0,102
2023-03-01,"Fresno",2578,542,3120,52501,309,40,1003
2023-03-01,"Glenn",3,0,3,986,0,0,0
2023-03-01,"Humboldt",171,0,171,8498,49,0,112
2023-03-01,"Imperial",317,0,317,6851,44,0,249
2023-03-01,"Inyo",10,1,11,899,1,0,119
2023-03-01,"Kern",1290,6,1296,32386,197,0,898
2023-03-01,"Kings",58,1,59,3510,5,0,92
2023-03-01,"Lake",36,2,38,2015,4,0,47
2023-03-01,"Lassen",2,0,2,675,0,0,0
2023-03-01,"Los Angeles",15346,1485,16831,595885,1610,184,16845
2023-03-01,"Madera",158,0,158,10287,12,0,423
2023-03-01,"Marin",643,240,883,11999,44,32,283
2023-03-01,"Mariposa",0,0,0,434,0,0,0
2023-03-01,"Mendocino",133,0,133,2877,15,0,68
2023-03-01,"Merced",315,0,315,8404,39,0,232
2023-03-01,"Modoc",4,0,4,372,0,0,0
2023-03-01,"Mono",0,0,0,528,0,0,58
2023-03-01,"Monterey",730,0,730,22617,34,0,568
2023-03-01,"Napa",210,5,215,6594,46,0,86
2023-03-01,"Nevada",94,2,96,3570,0,0,140
2023-03-01,"Orange",4325,170,4495,181965,633,31,4002
2023-03-01,"Placer",1826,804,2630,24842,203,113,580
2023-03-01,"Plumas",0,0,0,1085,0,0,0
2023-03-01,"Riverside",2300,275,2575,105090,305,50,3168
2023-03-01,"Sacramento",3312,1353,4665,85481,385,261,2259
2023-03-01,"San Benito",24,0,24,776,4,0,72
2023-03-01,"San Bernardino",3312,95,3407,111783,536,8,4752
2023-03-01,"San Diego",5335,321,5656,201203,450,23,7083
2023-03-01,"San Francisco",2253,442,2695,66851,280,32,2264
2023-03-01,"San Joaquin",1307,112,1419,27973,181,24,463
2023-03-01,"San Luis Obispo",245,10,255,13923,0,0,625
2023-03-01,"San Mateo",947,669,1616,21473,89,65,405
2023-03-01,"Santa Barbara",439,10,449,18784,52,8,528
2023-03-01,"Santa Clara",4475,1276,5751,99013,665,147,1100
2023-03-01,"Santa Cruz",500,0,500,10230,16,0,18
2023-03-01,"Shasta",169,3,172,17608,62,3,659
2023-03-01,"Siskiyou",5,0,5,1736,0,0,96
2023-03-01,"Solano",1037,1079,2116,19673,134,106,259
2023-03-01,"Sonoma",1023,854,1877,20390,97,26,783
2023-03-01,"Stanislaus",1689,453,2142,38089,152,63,939
2023-03-01,"Sutter",0,0,0,434,0,0,0
2023-03-01,"Tehama",74,0,74,1860,7,0,115
2023-03-01,"Trinity",0,0,0,310,0,0,0
2023-03-01,"Tulare",838,59,897,20558,53,2,620
2023-03-01,"Tuolumne",16,0,16,2232,0,0,139
2023-03-01,"Ventura",1098,115,1213,36892,98,3,967
2023-03-01,"Yolo",109,0,109,4176,19,0,49
2023-03-01,"Yuba",142,0,142,8061,1,0,195
2023-04-01,"Alameda",2028,586,2614,75659,271,127,2851
2023-04-01,"Amador",30,0,30,1620,3,0,50
2023-04-01,"Butte",275,1,276,12740,4,0,386
2023-04-01,"Calaveras",2,0,2,990,0,0,33
2023-04-01,"Colusa",18,0,18,1110,0,0,0
2023-04-01,"Contra Costa",1205,659,1864,42112,128,96,1235
2023-04-01,"Del Norte",1,0,1,1633,0,0,31
2023-04-01,"El Dorado",95,0,95,5700,13,0,55
2023-04-01,"Fresno",1938,269,2207,50633,191,10,1183
2023-04-01,"Glenn",7,0,7,950,0,0,0
2023-04-01,"Humboldt",69,0,69,8209,2,0,214
2023-04-01,"Imperial",287,0,287,6630,37,0,284
2023-04-01,"Inyo",1,0,1,870,0,0,111
2023-04-01,"Kern",664,1,665,30867,103,0,928
2023-04-01,"Kings",52,0,52,3323,2,0,82
2023-04-01,"Lake",28,0,28,1952,8,0,26
2023-04-01,"Lassen",1,0,1,650,0,0,0
2023-04-01,"Los Angeles",9427,1297,10724,575490,954,151,17310
2023-04-01,"Madera",31,0,31,9413,1,0,368
2023-04-01,"Marin",437,90,527,11634,33,23,364
2023-04-01,"Mariposa",0,0,0,420,0,0,0
2023-04-01,"Mendocino",83,0,83,2755,26,0,63
2023-04-01,"Merced",175,0,175,8134,16,0,296
2023-04-01,"Modoc",5,0,5,360,0,0,0
2023-04-01,"Mono",0,0,0,511,0,0,55
2023-04-01,"Monterey",449,1,450,21875,22,0,524
2023-04-01,"Napa",138,7,145,6296,12,0,112
2023-04-01,"Nevada",114,4,118,3558,11,0,113
2023-04-01,"Orange",2784,185,2969,175295,374,26,4211
2023-04-01,"Placer",1292,164,1456,24066,115,15,582
2023-04-01,"Plumas",8,0,8,1050,0,0,0
2023-04-01,"Riverside",1768,199,1967,100057,204,30,3085
2023-04-01,"Sacramento",2496,485,2981,82476,348,95,1999
2023-04-01,"San Benito",19,0,19,750,0,0,36
2023-04-01,"San Bernardino",2278,95,2373,107864,400,10,5247
