"player_name","player_id","season","season_type","team","poss","mp","raptor_total","raptor_offense","raptor_defense","war_total","war_reg_season","war_playoffs","pace_impact"
"CJ Elleby","ellebcj01",2022,"RS","POR",2457,1174,-5.40706699980851,-3.13813969165902,-2.26892730814949,-1.59788243822818,-1.59788243822818,0,0.400023969235809
"Henry Ellenson","ellenhe01",2017,"RS","DET",295,146,-6.649174657,-4.72828481,-1.920889847,-0.294611469,-0.294611469,0,1.406644188
"Henry Ellenson","ellenhe01",2018,"RS","DET",690,329,-6.302766596,-4.519453305,-1.783313291,-0.598677025,-0.598677025,0,0.386661557
"Henry Ellenson","ellenhe01",2019,"RS","NYK",496,234,-5.14263904,-1.021767895,-4.120871145,-0.284973884,-0.284973884,0,-0.241051716
"Wayne Ellington","ellinwa01",2014,"RS","DAL",830,393,-1.916553518,0.870603473,-2.787156991,0.168021454,0.168021454,0,0.521301182
"Wayne Ellington","ellinwa01",2015,"RS","LAL",3340,1675,-0.167305623,0.335071827,-0.502377451,2.18970029,2.18970029,0,-0.757360126
"Wayne Ellington","ellinwa01",2016,"RS","BRK",3266,1615,-2.716303392,-1.859141365,-0.857162028,0.02770107,0.02770107,0,-0.225312504
"Wayne Ellington","ellinwa01",2017,"RS","MIA",3017,1500,1.16813573,1.661049956,-0.492914226,2.980229369,2.980229369,0,-0.599294415
"Wayne Ellington","ellinwa01",2018,"PO","MIA",222,101,-8.04018544,-3.722473925,-4.317711515,-0.280330086,0,-0.280330086,-0.285580798
"Wayne Ellington","ellinwa01",2018,"RS","MIA",4087,2041,-0.606991734,1.508161099,-2.115152832,2.211364301,2.211364301,0,-0.897445261
"Wayne Ellington","ellinwa01",2019,"PO","DET",282,131,-5.52317699,-1.269861151,-4.253315839,-0.191378496,0,-0.191378496,0.113014093
"Wayne Ellington","ellinwa01",2019,"RS","DET",1555,764,1.281546682,0.406287862,0.875258821,1.57200383,1.57200383,0,0.034758329
"Wayne Ellington","ellinwa01",2019,"RS","MIA",1107,533,-2.116048994,-0.866892761,-1.249156233,0.172485878,0.172485878,0,0.054030369
"Wayne Ellington","ellinwa01",2020,"RS","NYK",1158,558,-0.065968101024772,-0.492104611850648,0.426136510825876,0.759927006040587,0.759927006040587,0,-0.560458481148698
"Wayne Ellington","ellinwa01",2021,"RS","DET",2094,1012,-0.0117629913807711,1.74621382161922,-1.75797681299999,1.41408746930352,1.41408746930352,0,0.0195955064140031
"Wayne Ellington","ellinwa01",2022,"RS","LAL",1705,810,-2.16511006625288,-1.28782535771562,-0.877284708537259,0.240908072016952,0.240908072016952,0,-0.332930211498372
"Monta Ellis","ellismo01",2014,"PO","DAL",488,249,-2.959821818,-1.155983797,-1.803838021,-0.027526437,0,-0.027526437,0.117426508
"Monta Ellis","ellismo01",2014,"RS","DAL",6015,3023,0.200869463,0.981528071,-0.780658608,4.581653639,4.581653639,0,0.641203938
"Monta Ellis","ellismo01",2015,"PO","DAL",426,197,3.325609161,6.189666406,-2.864057245,0.655014796,0,0.655014796,3.862239086
"Monta Ellis","ellismo01",2015,"RS","DAL",5493,2699,1.421320992,0.662551014,0.758769979,5.822873186,5.822873186,0,1.316202897
"Monta Ellis","ellismo01",2016,"PO","IND",430,225,-4.864827508,-3.095145313,-1.769682195,-0.255459549,0,-0.255459549,1.927424713
"Monta Ellis","ellismo01",2016,"RS","IND",5623,2734,-0.060477292,-0.260944009,0.200466717,3.784336879,3.784336879,0,0.853156288
"Monta Ellis","ellismo01",2017,"RS","IND",4058,1998,-2.036373827,-1.528382259,-0.507991568,0.727077063,0.727077063,0,-0.051091224
"Joel Embiid","embiijo01",2017,"RS","PHI",1642,786,4.098274078,-1.501959739,5.600233816,2.792342633,2.792342633,0,1.645407235
"Joel Embiid","embiijo01",2018,"PO","PHI",575,278,6.84306252,-0.637857854,7.480920374,1.413696207,0,1.413696207,0.722076766
"Joel Embiid","embiijo01",2018,"RS","PHI",4027,1912,3.966973867,0.53088029,3.436093577,6.599080943,6.599080943,0,0.706332258
"Joel Embiid","embiijo01",2019,"PO","PHI",687,334,16.40645449,3.080413958,13.32604053,3.389057914,0,3.389057914,0.658370995
"Joel Embiid","embiijo01",2019,"RS","PHI",4663,2154,6.21936265,2.628669551,3.590693099,9.917043174,9.917043174,0,0.620094596
"Joel Embiid","embiijo01",2020,"PO","PHI",289,145,-1.85348351776425,-3.0897815495579,1.23629803179365,0.068880607313685,0,0.068880607313685,0.693094696620756
"Joel Embiid","embiijo01",2020,"RS","PHI",3202,1506,4.57781681320273,1.01966223195459,3.55815458124815,5.67669617552189,5.67669617552189,0,0.839369810830144
"Joel Embiid","embiijo01",2021,"PO","PHI",756,357,9.4512269607552,3.67529062249346,5.77593633826174,2.32887060560109,0,2.32887060560109,1.57601259555907
"Joel Embiid","embiijo01",2021,"RS","PHI",3328,1585,8.11081901813189,3.79507054337224,4.31574847475965,8.85833881504746,8.85833881504746,0,0.8686366250416
"Joel Embiid","embiijo01",2022,"PO","PHI",737,385,6.23599074553619,-0.192169962286936,6.42816070782312,1.82540307317002,0,1.82540307317002,0.26486846479153
"Joel Embiid","embiijo01",2022,"RS","PHI",4640,2297,8.02014601637853,4.22041160379825,3.79973441258028,12.6957236187489,12.6957236187489,0,0.585294357992963
"James Ennis III","ennisja01",2015,"RS","MIA",2035,1051,-1.276334699,-0.089493094,-1.186841605,0.787466469,0.787466469,0,-0.332827791
"James Ennis III","ennisja01",2016,"RS","NOP",565,282,-1.032471884,1.328954405,-2.361426289,0.24843089,0.24843089,0,0.5215909
"James Ennis III","ennisja01",2017,"PO","MEM",286,159,-9.760954098,-1.936769356,-7.824184742,-0.579142006,0,-0.579142006,-1.224306682
"James Ennis III","ennisja01",2017,"RS","MEM",2963,1501,-0.601417676,-1.691385974,1.089968297,1.644384379,1.644384379,0,-0.060919278
"James Ennis III","ennisja01",2018,"RS","DET",1117,551,-1.822325182,-1.067820961,-0.754504221,0.259916471,0.259916471,0,-0.331554509
"James Ennis III","ennisja01",2018,"RS","MEM",2123,1053,0.417336451,-1.306858295,1.724194745,1.698042047,1.698042047,0,-0.208678696
"James Ennis III","ennisja01",2019,"PO","PHI",485,232,-2.453879917,0.995679382,-3.449559298,0.036182428,0,0.036182428,0.089548956
"James Ennis III","ennisja01",2019,"RS","HOU",1970,949,-2.863663298,-1.444124977,-1.419538322,-0.055038889,-0.055038889,0,0.010029153
"James Ennis III","ennisja01",2019,"RS","PHI",619,281,-5.205250917,-2.771261462,-2.433989455,-0.35177951,-0.35177951,0,-0.063836126
"James Ennis III","ennisja01",2020,"PO","ORL",265,119,-1.16038454282628,-1.97581869716932,0.815434154343033,0.101338722597794,0,0.101338722597794,1.79673857458385
"James Ennis III","ennisja01",2020,"RS","ORL",1049,489,-2.10191871543054,-1.71357907350219,-0.388339641928349,0.162133956228763,0.162133956228763,0,0.281379439584611
"James Ennis III","ennisja01",2020,"RS","PHI",1645,776,-0.980437714453413,0.096227780584427,-1.07666549503784,0.700583293810859,0.700583293810859,0,-0.001940130767348
"James Ennis III","ennisja01",2021,"RS","ORL",2046,986,0.255810446365215,-0.0477283678830807,0.303538814248296,1.50914591647725,1.50914591647725,0,-0.196909500422517
"Tyler Ennis","ennisty01",2015,"RS","MIL",712,353,-4.412456003,-3.226123996,-1.186332007,-0.301962993,-0.301962993,0,0.817886917
"Tyler Ennis","ennisty01",2016,"RS","MIL",1303,654,-2.990453517,-1.903010228,-1.087443289,-0.079898957,-0.079898957,0,-0.405976654
"Tyler Ennis","ennisty01",2017,"RS","HOU",407,196,-6.436784036,-4.306723829,-2.130060207,-0.37076917,-0.37076917,0,0.557059598
"Tyler Ennis","ennisty01",2017,"RS","LAL",823,392,5.835915078,1.679557028,4.15635805,1.716433494,1.716433494,0,-0.042030564
"Tyler Ennis","ennisty01",2018,"RS","LAL",1441,683,-0.610021472,-1.129553259,0.519531787,0.743964667,0.743964667,0,-0.232307267
"Drew Eubanks","eubandr01",2019,"RS","SAS",239,113,-4.707022776,-3.871943356,-0.83507942,-0.112343449,-0.112343449,0,-0.437184261
"Drew Eubanks","eubandr01",2020,"RS","SAS",608,272,-4.36298058106737,-2.77204821747509,-1.59093236359228,-0.226269487888796,-0.226269487888796,0,1.10801522126271
"Drew Eubanks","eubandr01",2021,"RS","SAS",1609,755,-0.381997903010961,-2.35672915680674,1.97473125379578,0.912801315110521,0.912801315110521,0,0.071350881932519
"Drew Eubanks","eubandr01",2022,"RS","POR",1349,650,-5.67927697107969,-1.8600401211881,-3.81923684989159,-0.967397438699654,-0.967397438699654,0,-0.415755504441197
"Drew Eubanks","eubandr01",2022,"RS","SAS",1264,595,-2.3746989520803,-3.21602092351099,0.841321971430692,0.114312625166895,0.114312625166895,0,0.336059979486172
"Jawun Evans","evansja01",2018,"RS","LAC",1674,778,-1.574236462,-3.038265752,1.46402929,0.469441371,0.469441371,0,0.582160144
"Jacob Evans","evansja02",2019,"RS","GSW",433,204,-7.867773387,-5.108427775,-2.759345613,-0.5320694,-0.5320694,0,-0.113371369
"Jacob Evans","evansja02",2020,"RS","GSW",895,414,-6.43809946669064,-5.53269583467863,-0.90540363201201,-0.780685398956954,-0.780685398956954,0,0.2195015346061
"Jeremy Evans","evansje01",2014,"RS","UTA",2356,1209,1.309398652,0.198624948,1.110773704,2.488849292,2.488849292,0,-0.579055206
"Jeremy Evans","evansje01",2015,"RS","UTA",522,266,4.989727217,2.143015607,2.84671161,1.038260106,1.038260106,0,-1.106770911
"Jeremy Evans","evansje01",2016,"RS","DAL",542,251,-2.539134093,-3.453654434,0.914520341,0.027047121,0.027047121,0,0.157730095
"Reggie Evans","evansre01",2014,"RS","BRK",775,399,-5.701438205,-5.504980645,-0.19645756,-0.602842225,-0.602842225,0,0.322237702
"Reggie Evans","evansre01",2014,"RS","SAC",983,500,-1.30498755,-2.144423837,0.839436287,0.368416234,0.368416234,0,-0.053715797
"Reggie Evans","evansre01",2015,"RS","SAC",1494,764,-2.562894366,-1.643584663,-0.919309703,0.072620158,0.072620158,0,-0.410587299
"Tyreke Evans","evansty01",2014,"RS","NOP",3975,2028,0.426242535,1.242720397,-0.816477862,3.265940852,3.265940852,0,-0.597468483
"Tyreke Evans","evansty01",2015,"PO","NOP",239,125,-7.752789691,-0.601920192,-7.150869499,-0.315169342,0,-0.315169342,-4.072856733
"Tyreke Evans","evansty01",2015,"RS","NOP",5196,2690,1.23317347,2.558936111,-1.325762641,5.436626506,5.436626506,0,-0.526814816
"Tyreke Evans","evansty01",2016,"RS","NOP",1510,765,1.45854286,1.937312065,-0.478769206,1.631414453,1.631414453,0,-0.665776023
"Tyreke Evans","evansty01",2017,"RS","NOP",980,474,-0.990787591,0.193029485,-1.183817076,0.423710818,0.423710818,0,-0.398405813
"Tyreke Evans","evansty01",2017,"RS","SAC",625,314,-1.460128039,-1.006548002,-0.453580037,0.206937018,0.206937018,0,0.140469706
"Tyreke Evans","evansty01",2018,"RS","MEM",3207,1607,3.872438847,4.44544926,-0.573010413,5.391137972,5.391137972,0,-0.704147503
"Tyreke Evans","evansty01",2019,"RS","IND",2933,1402,-0.222596237,-0.688001077,0.465404839,1.816510753,1.816510753,0,0.48806493
"Dante Exum","exumda01",2015,"RS","UTA",3446,1817,-3.60668786,-2.844905831,-0.761782029,-0.786954475,-0.786954475,0,-0.872249366
"Dante Exum","exumda01",2017,"RS","UTA",2419,1228,-1.484329727,-2.208202135,0.723872408,0.793492795,0.793492795,0,0.064072505
"Dante Exum","exumda01",2018,"PO","UTA",250,114,-4.899885704,-3.159497535,-1.740388169,-0.131799377,0,-0.131799377,2.143910845
"Dante Exum","exumda01",2018,"RS","UTA",498,235,4.130054052,1.785100942,2.34495311,0.828430044,0.828430044,0,0.424757896
"Dante Exum","exumda01",2019,"RS","UTA",1426,664,-0.724443188,-0.710550123,-0.013893065,0.685518339,0.685518339,0,-0.101766481
"Dante Exum","exumda01",2020,"RS","CLE",846,402,-1.25767658590879,-1.46682893540374,0.209152349494946,0.305852023208451,0.305852023208451,0,-0.074759628018548
"Dante Exum","exumda01",2021,"RS","CLE",248,116,2.53589318872714,-3.8905336852744,6.42642687400154,0.313664321579537,0.313664321579537,0,0.267339338677225
"Festus Ezeli","ezelife01",2015,"PO","GSW",379,183,0.974361248,-1.143547,2.117908248,0.356939573,0,0.356939573,-0.456400813
"Festus Ezeli","ezelife01",2015,"RS","GSW",1052,504,-4.024644827,-3.622669916,-0.401974911,-0.32788235,-0.32788235,0,0.03486278
"Festus Ezeli","ezelife01",2016,"PO","GSW",437,203,-4.20324324,-2.124754246,-2.078488993,-0.15751539,0,-0.15751539,1.398026553
"Festus Ezeli","ezelife01",2016,"RS","GSW",1631,770,1.227461175,-2.30878692,3.536248095,1.557071551,1.557071551,0,-0.343297236
"Tacko Fall","fallta01",2021,"RS","BOS",292,136,5.36593993852931,0.430457146855548,4.93548279167376,0.56073906784718,0.56073906784718,0,-0.430928837389549
"Kenneth Faried","farieke01",2014,"RS","DEN",4534,2178,-1.192408341,1.235652641,-2.428060982,1.740790342,1.740790342,0,0.552506906
"Kenneth Faried","farieke01",2015,"RS","DEN",4228,2086,0.512289604,0.644091707,-0.131802103,3.48187599,3.48187599,0,0.273310492
"Kenneth Faried","farieke01",2016,"RS","DEN",3420,1694,-1.662567496,0.93562198,-2.598189476,0.939223857,0.939223857,0,-0.064561505
"Kenneth Faried","farieke01",2017,"RS","DEN",2699,1296,0.646514072,1.062532559,-0.416018488,2.247687321,2.247687321,0,0.080670922
"Kenneth Faried","farieke01",2018,"RS","DEN",948,461,-3.389119717,-1.303377654,-2.085742063,-0.149949773,-0.149949773,0,-0.245869004
"Kenneth Faried","farieke01",2019,"RS","BRK",255,118,-0.893104348,-1.161719862,0.268615514,0.112043837,0.112043837,0,0.22976368
"Kenneth Faried","farieke01",2019,"RS","HOU",1291,610,0.344175902,0.664751818,-0.320575916,0.96701656,0.96701656,0,0.427660874
"Jordan Farmar","farmajo01",2014,"RS","LAL",1925,912,-0.119657545,0.415100143,-0.534757688,1.235694545,1.235694545,0,0.923949389
"Jordan Farmar","farmajo01",2015,"RS","LAC",1074,529,-1.842152507,-2.069879132,0.227726625,0.245683375,0.245683375,0,0.257969661
"Jordan Farmar","farmajo01",2016,"PO","MEM",212,113,-0.585580228,-1.76564992,1.180069691,0.128374819,0,0.128374819,-0.238592763
"Jordan Farmar","farmajo01",2016,"RS","MEM",574,291,0.391453888,1.049335592,-0.657881705,0.464775211,0.464775211,0,-0.34164213
"Vitor Faverani","favervi01",2014,"RS","BOS",965,488,-4.120597059,-5.510535015,1.389937957,-0.34223719,-0.34223719,0,0.278042124
"Derrick Favors","favorde01",2014,"RS","UTA",4247,2201,-0.518130949,-0.956477047,0.438346098,2.497842488,2.497842488,0,-0.322818133
"Derrick Favors","favorde01",2015,"RS","UTA",4349,2280,2.253670118,0.106758937,2.146911181,5.782719767,5.782719767,0,-0.623247759
"Derrick Favors","favorde01",2016,"RS","UTA",3823,1983,3.702040989,0.594607964,3.107433025,6.481005794,6.481005794,0,-0.6989614
"Derrick Favors","favorde01",2017,"PO","UTA",437,225,-2.35665632,-0.816834565,-1.539821755,0.046014109,0,0.046014109,-1.152803832
"Derrick Favors","favorde01",2017,"RS","UTA",2311,1186,-2.579072323,-3.224254348,0.645182025,0.103025506,0.103025506,0,-0.381590716
"Derrick Favors","favorde01",2018,"PO","UTA",591,286,7.391802213,3.10716248,4.284639733,1.52677717,0,1.52677717,0.032267003
"Derrick Favors","favorde01",2018,"RS","UTA",4357,2153,1.13557901,-0.33294743,1.46852644,4.21921659,4.21921659,0,-1.137390449
"Derrick Favors","favorde01",2019,"PO","UTA",211,103,15.94487075,1.582443345,14.3624274,1.010271152,0,1.010271152,-0.290889176
"Derrick Favors","favorde01",2019,"RS","UTA",3766,1766,3.187860039,-0.043964858,3.231824897,5.347568731,5.347568731,0,-0.0480327
"Derrick Favors","favorde01",2020,"RS","NOP",2703,1243,3.35975021021548,0.699644640411793,2.66010556980368,3.86537206066249,3.86537206066249,0,-0.245090939561434
"Derrick Favors","favorde01",2021,"PO","UTA",303,145,-2.11567570474136,-1.88576199951963,-0.229913705221725,0.0486264798010627,0,0.0486264798010627,0.462408396848414
"Derrick Favors","favorde01",2021,"RS","UTA",2190,1039,0.778594398282346,-0.493186871905449,1.2717812701878,1.86799273060496,1.86799273060496,0,-0.135358259448632
"Derrick Favors","favorde01",2022,"RS","OKC",1358,653,-1.7292468379448,-3.66326929055688,1.93402245261208,0.336367037579471,0.336367037579471,0,-1.09029115654218
"Kay Felder","feldeka01",2017,"RS","CLE",803,386,-5.877287754,-4.876681054,-1.000606701,-0.612680411,-0.612680411,0,-0.509484523
"Kay Felder","feldeka01",2018,"RS","CHI",286,134,-6.421284743,-8.544368161,2.123083418,-0.256199281,-0.256199281,0,2.057205282
"Cristiano Felicio","feliccr01",2016,"RS","CHI",654,321,2.804894623,-0.889415456,3.69431008,0.90295321,0.90295321,0,-0.729824414
"Cristiano Felicio","feliccr01",2017,"RS","CHI",2089,1040,-0.27285185,-0.784659615,0.511807765,1.306292382,1.306292382,0,-0.60465507
"Cristiano Felicio","feliccr01",2018,"RS","CHI",2013,977,-9.006647188,-5.505737438,-3.50090975,-3.104465126,-3.104465126,0,-0.453469365
"Cristiano Felicio","feliccr01",2019,"RS","CHI",1577,746,-6.294257961,-2.408120061,-3.8861379,-1.342326568,-1.342326568,0,-0.502445634
"Cristiano Felicio","feliccr01",2020,"RS","CHI",802,386,-6.52610792606332,-0.990192576610535,-5.53591534945279,-0.737749041615507,-0.737749041615507,0,-0.811043066346889
"Raymond Felton","feltora01",2014,"RS","NYK",3850,2017,-0.528883741,0.02775381,-0.556637551,2.267696242,2.267696242,0,-0.755145136
"Raymond Felton","feltora01",2015,"RS","DAL",580,281,0.127079508,-0.831253556,0.958333064,0.411489852,0.411489852,0,-0.229254622
"Raymond Felton","feltora01",2016,"PO","DAL",335,172,5.396133274,-1.441301463,6.837434736,0.728726326,0,0.728726326,-1.102981
"Raymond Felton","feltora01",2016,"RS","DAL",4407,2192,-1.095953897,-0.307927583,-0.788026315,1.837130423,1.837130423,0,-0.670085612
"Raymond Felton","feltora01",2017,"PO","LAC",250,127,3.661214429,1.302207553,2.359006876,0.425878541,0,0.425878541,-0.578540851
"Raymond Felton","feltora01",2017,"RS","LAC",3486,1700,-2.46127523,-2.489170255,0.027895025,0.248292214,0.248292214,0,-0.834451719
"Raymond Felton","feltora01",2018,"RS","OKC",2728,1365,-1.621852576,-1.124265263,-0.497587313,0.768128856,0.768128856,0,-2.214423987
"Raymond Felton","feltora01",2019,"RS","OKC",813,379,-1.20090043,-1.918909609,0.718009179,0.29661846,0.29661846,0,-0.994974677
"Terrance Ferguson","fergute01",2018,"RS","OKC",1550,763,-4.680173255,-2.192706603,-2.487466652,-0.74539949,-0.74539949,0,-0.789915692
"Terrance Ferguson","fergute01",2019,"PO","OKC",274,128,-5.929711266,-1.541852362,-4.387858904,-0.214430598,0,-0.214430598,0.123292583
"Terrance Ferguson","fergute01",2019,"RS","OKC",4198,1931,-2.960123241,-1.563818413,-1.396304828,-0.206544107,-0.206544107,0,-0.230650772
"Terrance Ferguson","fergute01",2020,"RS","OKC",2584,1257,-4.0492004837442,-3.82805401823387,-0.221146465510327,-0.827228585052603,-0.827228585052603,0,-0.732381480363315
"Bruno Fernando","fernabr01",2020,"RS","ATL",1542,713,-3.6949919549213,-3.07927716775587,-0.615714787165434,-0.343126568960217,-0.343126568960217,0,-0.188789061238885
"Bruno Fernando","fernabr01",2021,"RS","ATL",489,226,-9.86379396255662,-8.4264137476385,-1.43738021491813,-0.821915554757529,-0.821915554757529,0,0.204119716599957
"Yogi Ferrell","ferreyo01",2017,"RS","BRK",325,151,-9.392478195,-4.764605668,-4.627872526,-0.51470357,-0.51470357,0,0.568474571
"Yogi Ferrell","ferreyo01",2017,"RS","DAL",2077,1046,-1.699709816,-0.200846522,-1.498863294,0.556443033,0.556443033,0,-0.711299879
"Yogi Ferrell","ferreyo01",2018,"RS","DAL",4643,2282,0.580543428,-0.627183849,1.207727276,3.844344256,3.844344256,0,-0.85259967
"Yogi Ferrell","ferreyo01",2019,"RS","SAC",2310,1067,0.763945615,0.819232549,-0.055286934,1.894035834,1.894035834,0,-1.006800845
"Yogi Ferrell","ferreyo01",2020,"RS","SAC",1122,530,0.149037995656701,-1.30741501209757,1.45645300775427,0.779994019030554,0.779994019030554,0,-0.510997610272944
"Landry Fields","fieldla01",2014,"RS","TOR",641,322,-1.579015504,-1.9996331,0.420617595,0.19160365,0.19160365,0,-0.384326651
"Landry Fields","fieldla01",2015,"RS","TOR",435,216,-5.548377795,-2.837713297,-2.710664498,-0.307898853,-0.307898853,0,-0.152781413
"Dorian Finney-Smith","finnedo01",2017,"RS","DAL",3206,1642,-1.782003196,-2.569092242,0.787089046,0.803267687,0.803267687,0,-0.927771278
"Dorian Finney-Smith","finnedo01",2018,"RS","DAL",912,448,-1.74160294,-3.109069372,1.367466432,0.230272295,0.230272295,0,-0.093226775
"Dorian Finney-Smith","finnedo01",2019,"RS","DAL",4164,1985,-0.398829548,-2.077004922,1.678175374,2.376237323,2.376237323,0,-0.209871076
"Dorian Finney-Smith","finnedo01",2020,"PO","DAL",414,191,1.9730759843473,-0.171786604216392,2.14486258856369,0.476398977722924,0,0.476398977722924,0.357824249845053
"Dorian Finney-Smith","finnedo01",2020,"RS","DAL",4423,2120,0.81110105353415,0.097639991316863,0.713461062217287,3.81825729308522,3.81825729308522,0,-0.888429063963072
"Dorian Finney-Smith","finnedo01",2021,"PO","DAL",532,271,6.66622476376087,4.56975489581821,2.09646986794266,1.36509594925203,0,1.36509594925203,1.63189001262804
"Dorian Finney-Smith","finnedo01",2021,"RS","DAL",3937,1921,1.16018788770096,0.337724151167638,0.822463736533323,3.81129725366494,3.81129725366494,0,-0.554770876405927
"Dorian Finney-Smith","finnedo01",2022,"PO","DAL",1330,688,4.59503955436378,2.93530605358549,1.65973350077829,2.62874232975287,0,2.62874232975287,-1.10997275732539
"Dorian Finney-Smith","finnedo01",2022,"RS","DAL",5224,2644,0.758461161566692,0.457515431964696,0.300945729601996,4.66952460803418,4.66952460803418,0,-1.33708986836083
"Derek Fisher","fishede01",2014,"PO","OKC",600,299,-3.596905176,-2.272235594,-1.324669582,-0.133095682,0,-0.133095682,-0.10525983
"Derek Fisher","fishede01",2014,"RS","OKC",2889,1428,2.319330201,0.325669045,1.993661157,3.688820231,3.688820231,0,-0.117366631
"Malachi Flynn","flynnma01",2021,"RS","TOR",1953,928,-0.841570894559899,-1.4504628503712,0.608891955811304,0.899145726027538,0.899145726027538,0,-0.495039198132037
"Malachi Flynn","flynnma01",2022,"RS","TOR",1118,537,-0.0836194138962606,0.111197301493131,-0.194816715389391,0.724882996587965,0.724882996587965,0,-0.772754183931987
"Bryn Forbes","forbebr01",2017,"RS","SAS",579,285,-9.138937908,-4.551181679,-4.587756228,-0.92004358,-0.92004358,0,-0.945298445
"Bryn Forbes","forbebr01",2018,"RS","SAS",3095,1517,-2.043053507,-0.895274542,-1.147778965,0.544340132,0.544340132,0,-0.510822813
"Bryn Forbes","forbebr01",2019,"PO","SAS",409,212,0.46197927,0.784976214,-0.322996944,0.351948865,0,0.351948865,-1.765085189
"Bryn Forbes","forbebr01",2019,"RS","SAS",4739,2293,-2.085722631,0.287026672,-2.372749303,0.771102409,0.771102409,0,-0.790531151
"Bryn Forbes","forbebr01",2020,"RS","SAS",3303,1579,-3.3746683028172,0.012874618724576,-3.38754292154177,-0.500456141665449,-0.500456141665449,0,-0.564101848806051
"Bryn Forbes","forbebr01",2021,"PO","MIL",583,273,-5.93738509157203,-0.228091352585791,-5.70929373898624,-0.461711499751123,0,-0.461711499751123,0.821585785283381
"Bryn Forbes","forbebr01",2021,"RS","MIL",2938,1354,-3.04004961478182,0.68804524508939,-3.72809485987121,-0.19967160709697,-0.19967160709697,0,-0.351656407545008
"Bryn Forbes","forbebr01",2022,"RS","DEN",1292,610,-3.96915431257295,0.0647354806078096,-4.03388979318076,-0.380299479241236,-0.380299479241236,0,0.229783152208528
"Bryn Forbes","forbebr01",2022,"RS","SAS",1422,676,-3.49616709846308,-0.894135910227306,-2.60203118823577,-0.257955846504314,-0.257955846504314,0,0.23563805999151
"Trent Forrest","forretr01",2021,"RS","UTA",621,302,-6.67085620273048,-2.14313348828413,-4.52772271444635,-0.597142725660979,-0.597142725660979,0,-1.16739573076134
"Trent Forrest","forretr01",2022,"RS","UTA",1564,765,-0.446616163048033,-0.983422686092542,0.536806523044509,0.888744953955766,0.888744953955766,0,-1.14268757192545
"Evan Fournier","fournev01",2014,"RS","DEN",3187,1503,-2.183912576,-1.429446653,-0.754465923,0.437912241,0.437912241,0,0.843843952
"Evan Fournier","fournev01",2015,"RS","ORL",3286,1661,-1.379257843,0.16793346,-1.547191302,1.160070707,1.160070707,0,-0.12828942
"Evan Fournier","fournev01",2016,"RS","ORL",5178,2566,-0.227239449,1.674732855,-1.901972304,3.298900023,3.298900023,0,-0.113322662
"Evan Fournier","fournev01",2017,"RS","ORL",4551,2234,-0.162409711,0.246039611,-0.408449323,2.958528313,2.958528313,0,0.30688263
"Evan Fournier","fournev01",2018,"RS","ORL",3878,1837,-0.252591707,1.8292429,-2.081834607,2.363192342,2.363192342,0,0.954722708
"Evan Fournier","fournev01",2019,"PO","ORL",345,175,-6.971612579,-5.457704971,-1.513907608,-0.387446867,0,-0.387446867,-0.332542438
"Evan Fournier","fournev01",2019,"RS","ORL",5257,2553,0.249018848,0.7746773,-0.525658451,3.918462948,3.918462948,0,0.316178898
"Evan Fournier","fournev01",2020,"PO","ORL",376,171,-1.10108268844047,2.08668419990842,-3.18776688834889,0.150349576762687,0,0.150349576762687,1.32534231906018
"Evan Fournier","fournev01",2020,"RS","ORL",4323,2076,0.585646950929079,1.05923251782956,-0.473585566900476,3.54517713787733,3.54517713787733,0,0.350919434965816
"Evan Fournier","fournev01",2021,"PO","BOS",338,167,-3.79656903590473,4.27491476345011,-8.07148379935484,-0.0918656124529383,0,-0.0918656124529383,-0.108847346029747
"Evan Fournier","fournev01",2021,"RS","BOS",1012,472,0.382237411424716,-0.857625193279256,1.23986260470397,0.760277873977983,0.760277873977983,0,0.801879617330973
"Evan Fournier","fournev01",2021,"RS","ORL",1659,787,0.639999293059674,2.84301251816631,-2.20301322510664,1.37518818235563,1.37518818235563,0,1.03934737876802
"Evan Fournier","fournev01",2022,"RS","NYK",4811,2358,-1.08397365273532,0.759101980064033,-1.84307563279936,2.01802820839336,2.01802820839336,0,0.684170639639212
"De'Aaron Fox","foxde01",2018,"RS","SAC",4139,2026,-4.347342465,-2.36299659,-1.984345876,-1.666319743,-1.666319743,0,0.913336599
"De'Aaron Fox","foxde01",2019,"RS","SAC",5600,2546,1.739626815,1.850909879,-0.111283064,5.951543743,5.951543743,0,2.091028069
"De'Aaron Fox","foxde01",2020,"RS","SAC",3479,1634,0.444083786425256,2.46458573595695,-2.02050194953169,2.69637233442813,2.69637233442813,0,1.28725656724265
"De'Aaron Fox","foxde01",2021,"RS","SAC",4321,2036,0.504283765168247,3.17020746035899,-2.66592369519074,3.40631713821126,3.40631713821126,0,0.772872232540985
"De'Aaron Fox","foxde01",2022,"RS","SAC",4421,2083,-0.724213790591741,1.87664114301046,-2.6008549336022,2.17025313251134,2.17025313251134,0,0.80617981501065
"Randy Foye","foyera01",2014,"RS","DEN",5198,2485,0.688746045,2.07001736,-1.381271315,4.418907313,4.418907313,0,1.300265489
"Randy Foye","foyera01",2015,"RS","DEN",2239,1087,-3.234690846,-0.312533801,-2.922157045,-0.270974317,-0.270974317,0,0.774452954
