"player_ID","Player","year_ID","Age","Tm","tm_gms","Tm_Net_Rtg","Pos","G","MP","MP_pct","PER","TS_pct","ThrPAr","FTr","ORB_pct","TRB_pct","AST_pct","STL_pct","BLK_pct","TOV_pct","USG_pct","OWS","DWS","WS","WS40","Composite_Rating","Wins_Generated"
"charlti01w","Tina Charles",2017,28,"NYL",34,4,"C",34,1095,"80.2%",21.9,0.508,0.116,0.258,7.2,16.5,16.2,1.3,1.8,10.8,29.9,2.3,2.4,4.7,0.172,3.3,4.52
"zellosh01w","Shavonte Zellous",2017,30,"NYL",34,4,"G",34,991,"72.6%",14.1,0.547,0.165,0.564,3.8,7.8,15.8,1.5,0.7,15.2,19.1,2.1,1.5,3.6,0.145,1.3,3.08
"rodgesu01w","Sugar Rodgers",2017,27,"NYL",34,4,"G",33,844,"61.8%",12.1,0.459,0.52,0.153,3.1,8.5,15.5,1.8,1.6,12.3,22.6,0.2,1.5,1.7,0.081,-0.8,1.79
"princep01w","Epiphanny Prince",2017,29,"NYL",34,4,"G",28,751,"55.0%",18.1,0.518,0.332,0.284,4.9,7.7,18.7,2.4,0.8,9.7,21.2,2,1.3,3.3,0.178,2.8,2.91
"hartlbr01w","Bria Hartley",2017,24,"NYL",34,4,"G",34,727,"53.3%",11.2,0.519,0.462,0.164,1.6,5.6,16.2,1.4,0.6,16.1,18.5,0.5,1,1.5,0.083,-0.9,1.5
"stokeki01w","Kiah Stokes",2017,24,"NYL",34,4,"C",34,666,"48.8%",14.6,0.596,0.009,0.478,13.3,18.3,7,0.9,4.8,22.6,11.7,1.2,1.5,2.7,0.162,1.8,2.25
"vaughki01w","Kia Vaughn",2017,30,"NYL",34,4,"C",28,549,"40.2%",13.9,0.545,0,0.174,11.3,14.2,6.1,1.1,1.6,13.4,13.8,0.9,1,1.9,0.137,1,1.64
"allenli01w","Lindsay Allen",2017,22,"NYL",34,4,"G",28,376,"27.5%",9,0.399,0.21,0.161,3.1,6.4,24.6,2.2,0.2,22.2,10,0,0.6,0.6,0.067,-1.7,0.63
"allenre01w","Rebecca Allen",2017,24,"NYL",34,4,"F",33,304,"22.3%",10.6,0.449,0.436,0.059,4.9,12.6,9.2,2,3.5,14.8,17.7,-0.2,0.7,0.5,0.07,-1.3,0.56
"raincna01w","Nayo Raincock-Ekunwe",2017,25,"NYL",34,4,"F",32,295,"21.6%",13.2,0.563,0.051,0.782,11.3,11,4.6,0.9,0.3,14,18.3,0.6,0.4,1,0.135,0.8,0.86
"zahuiam01w","Amanda Zahui B.",2017,23,"NYL",34,4,"C",29,155,"11.4%",8.7,0.448,0.123,0.185,6.7,11.4,11.5,1.7,3.2,17.6,24.3,-0.2,0.3,0.1,0.025,-2.8,0.17
"tauradi01w","Diana Taurasi",2017,35,"PHO",34,0,"G",31,883,"64.2%",19,0.579,0.595,0.324,1.4,6.3,18.2,0.9,0.9,11.4,27.8,2.7,0.7,3.3,0.151,2.1,3.08
"littlca01w","Camille Little",2017,32,"PHO",34,0,"F",34,862,"62.7%",8.5,0.47,0.248,0.239,6.3,9.1,9.6,1.8,1.4,17.5,16.5,-0.5,1,0.5,0.022,-3.1,0.82
"grinebr01w","Brittney Griner",2017,26,"PHO",34,0,"C",26,820,"59.6%",28.7,0.642,0,0.532,6.7,14.6,13.1,1.1,6.3,12.6,28,3.9,1.5,5.4,0.262,6.7,4.69
"robinda01w","Danielle Robinson",2017,28,"PHO",34,0,"G",32,752,"54.7%",11.7,0.501,0.036,0.339,2.3,7.5,24.5,2.4,0.5,21.7,17,0.1,0.9,1.1,0.056,-1.7,1.25
"mitchle01w","Leilani Mitchell",2017,32,"PHO",34,0,"G",34,726,"52.8%",16.2,0.55,0.481,0.438,2.2,6.7,28,2.2,1.1,17.6,18.8,1.4,0.9,2.3,0.124,0.9,2.11
"talbost01w","Stephanie Talbot",2017,23,"PHO",34,0,"F-G",34,609,"44.3%",10.6,0.517,0.341,0.374,5.8,9.1,14.5,2,1.2,17.3,12.9,0.6,0.7,1.3,0.084,-1.1,1.17
"currimo01w","Monique Currie",2017,34,"PHO",34,0,"F",22,460,"33.5%",18.3,0.563,0.347,0.4,2.9,8.7,18.9,1.9,1,9.5,21.8,1.4,0.6,1.9,0.169,2.4,1.68
"cannoem01w","Emma Cannon",2017,28,"PHO",34,0,"F",34,440,"32.0%",10.3,0.526,0.018,0.553,11.9,16.8,3.9,0.6,0.9,17.9,17.8,0.2,0.5,0.7,0.065,-1.7,0.73
"turneyv01w","Yvonne Turner",2017,29,"PHO",34,0,"G",34,434,"31.6%",10.3,0.49,0.335,0.236,3.4,4.6,15.3,2.2,0.2,17.2,22.4,-0.3,0.4,0.1,0.007,-3.2,0.4
"francca01w","Cayla George",2017,28,"PHO",34,0,"C",32,381,"27.7%",7.7,0.452,0.422,0.128,3.5,13.5,6.6,1.2,2.5,11.5,15.5,-0.2,0.6,0.4,0.038,-2.8,0.42
"mcbrika01w","Kayla McBride",2017,25,"SAS",34,-9,"G",30,995,"72.6%",15.5,0.528,0.418,0.354,1.7,7.6,14,1.8,0.4,11.7,22.4,1.7,0.7,2.4,0.096,-0.5,2.22
"harriis01w","Isabelle Harrison",2017,23,"SAS",34,-9,"F",34,906,"66.1%",15.7,0.527,0.006,0.294,9.6,14.5,10.2,1.6,2.3,15.6,21.6,0.7,1,1.7,0.074,-1.1,1.78
"montgal01w","Alex Montgomery",2017,28,"SAS",34,-9,"G-F",34,800,"58.4%",9.6,0.445,0.342,0.105,5.9,14.8,14.9,1.4,1,17,15.5,-0.3,0.9,0.5,0.027,-3.3,0.68
"plumke01w","Kelsey Plum",2017,22,"SAS",34,-9,"G",31,711,"51.9%",9.2,0.479,0.39,0.28,2,5.1,25.8,1.2,0.5,22.2,22.5,-0.6,0.2,-0.4,-0.024,-4.7,0.11
"hambyde01w","Dearica Hamby",2017,23,"SAS",34,-9,"F",34,686,"50.1%",13.7,0.502,0.037,0.466,8.8,12.8,9,2.2,1.1,14.8,20.3,0.3,0.7,1,0.059,-1.8,1.1
"alexaka01w","Kayla Alexander",2017,26,"SAS",34,-9,"C",34,522,"38.1%",16.6,0.607,0,0.133,10.4,12.5,6.3,1.5,2.7,15.5,17.8,1,0.5,1.5,0.115,0.2,1.34
"jeffemo01w","Moriah Jefferson",2017,23,"SAS",34,-9,"G",21,514,"37.5%",16.9,0.572,0.129,0.174,1.4,4.4,33.1,3.3,0.3,20.5,18.4,0.8,0.5,1.3,0.1,-0.2,1.23
"desouer01w","Erika de Souza",2017,35,"SAS",34,-9,"F-C",27,338,"24.7%",11.1,0.497,0,0.064,10,12.6,10,1.2,2.4,19.2,15.9,0,0.3,0.3,0.03,-3,0.34
"colsosy01w","Sydney Colson",2017,27,"SAS",34,-9,"G",28,326,"23.8%",6.7,0.402,0.114,0.364,1.1,2.8,27.7,2.2,0.5,20.9,17.8,-0.5,0.2,-0.3,-0.039,-5.6,-0.08
"holmese01w","Sequoia Holmes",2017,31,"SAS",34,-9,"G",27,306,"22.3%",9.5,0.433,0.5,0.135,5.1,5,13.3,2.2,1.6,10.6,16.7,0,0.2,0.2,0.02,-3.5,0.23
"coffeni01w","Nia Coffey",2017,22,"SAS",34,-9,"F",27,210,"15.3%",3.1,0.349,0.068,0.373,9.8,14.5,4.6,1.2,2.4,18.9,18.1,-0.6,0.2,-0.4,-0.078,-7.2,-0.22
"stewabr01w","Breanna Stewart",2017,22,"SEA",34,0,"F",33,1086,"79.0%",24.3,0.588,0.283,0.443,6,16.4,15.3,1.8,3.9,12.5,27.6,3.5,1.8,5.3,0.196,3.9,4.77
"loydje01w","Jewell Loyd",2017,23,"SEA",34,0,"G",34,1059,"77.0%",19.1,0.547,0.29,0.317,4,6.3,20.1,2.1,0.9,13.4,28.1,2.1,0.6,2.8,0.104,0.6,2.95
"langhcr01w","Crystal Langhorne",2017,30,"SEA",34,0,"F",34,967,"70.3%",18.5,0.671,0.007,0.299,5.9,13.2,9.4,1,1,15.3,18,2.8,0.8,3.6,0.149,1.7,3.19
"clarkal01w","Alysha Clark",2017,29,"SEA",34,0,"F",33,934,"67.9%",12.2,0.606,0.332,0.252,4.7,9.2,9.1,1.3,0.3,12.8,12.9,1.8,0.5,2.3,0.099,-0.7,1.99
"birdsu01w","Sue Bird",2017,36,"SEA",34,0,"G",30,901,"65.5%",16.5,0.551,0.547,0.113,1,4.1,35.9,2.1,0.3,17.7,18.2,2,0.4,2.4,0.105,0.2,2.32
"quinnno01w","Noelle Quinn",2017,32,"SEA",34,0,"G",32,504,"36.7%",10.3,0.597,0.629,0.339,0.3,6.4,25.1,1.3,0.8,29.6,9.4,0.7,0.2,0.9,0.075,-1.7,0.84
"tokasra01w","Ramu Tokashiki",2017,26,"SEA",34,0,"F",33,411,"29.9%",6.2,0.496,0.032,0.284,6.1,8.1,7.9,1.1,1.8,19.6,15.2,-0.1,0.2,0.1,0.008,-4.1,0.19
"whitcsa01w","Sami Whitcomb",2017,28,"SEA",34,0,"G",33,404,"29.4%",11.5,0.517,0.767,0.158,4.6,8.6,13.4,3.1,0,16.9,19.9,0.1,0.4,0.5,0.047,-2.2,0.57
"swordca01w","Carolyn Swords",2017,27,"SEA",34,0,"C",30,261,"19.0%",6.5,0.595,0,0.4,5.6,10.9,5.5,1,1.8,27.9,16.1,-0.1,0.2,0.1,0.012,-4,0.14
"tolivkr01w","Kristi Toliver",2017,30,"WAS",34,1,"G",34,989,"72.2%",13.8,0.553,0.664,0.177,1.3,3.9,20.5,1.2,0.6,14.5,19.4,1.9,0.3,2.2,0.088,-0.8,2.08
"thomakr01w","Krystal Thomas",2017,28,"WAS",34,1,"C",34,888,"64.8%",15.9,0.565,0,0.378,14.2,21,6.2,1,3.3,18.6,13,1.6,1.4,3,0.133,0.8,2.53
"ruffiti01w","Tierra Ruffin-Pratt",2017,26,"WAS",34,1,"G",34,827,"60.4%",11,0.417,0.016,0.43,7.2,12.4,15.8,2.1,1.6,14.4,18.8,-0.2,1,0.8,0.04,-2.5,1.03
"delleel01w","Elena Delle Donne",2017,27,"WAS",34,1,"G-F",25,758,"55.3%",28.5,0.636,0.264,0.463,5.9,12.7,10.9,1.4,3.7,8.9,25.2,4.4,1,5.4,0.287,7,4.47
"meessem01w","Emma Meesseman",2017,24,"WAS",34,1,"C",23,653,"47.7%",20.9,0.54,0.157,0.164,7,11.5,19.6,1.8,4.1,11.8,23.4,1.6,0.9,2.5,0.154,2.2,2.32
"lattaiv01w","Ivory Latta",2017,32,"WAS",34,1,"G",34,579,"42.3%",13.1,0.492,0.538,0.249,1.4,2.8,18,1.4,0.1,9.8,23.7,0.9,0.1,1,0.067,-1.4,1.03
"hawkiti01w","Tianna Hawkins",2017,26,"WAS",34,1,"F",33,547,"39.9%",16,0.556,0.246,0.23,9,14.4,3.7,1.7,1.1,10.8,18.9,1.3,0.6,1.9,0.139,0.9,1.61
"cloudna01w","Natasha Cloud",2017,25,"WAS",34,1,"G",24,448,"32.7%",9.5,0.408,0.432,0.229,1.8,7.5,24.7,2,0.5,15,15.3,0,0.4,0.4,0.031,-3,0.45
"walkesh01w","Shatori Walker-Kimbrough",2017,22,"WAS",34,1,"G",27,336,"24.5%",11,0.513,0.34,0.423,2.4,5.1,6,2.3,0.9,12.9,17.6,0.3,0.3,0.5,0.062,-1.9,0.51
"tayloas01w","Asia Taylor",2017,25,"WAS",34,1,"G",24,160,"11.7%",11.4,0.437,0.05,0.65,12.8,15.6,9,2.3,1,17.6,17.5,0,0.2,0.2,0.054,-2.1,0.23
"williel01w","Elizabeth Williams",2016,23,"ATL",34,-2.8,"C-F",34,1179,"84.8%",15.6,0.491,0.003,0.375,10.3,13.4,6.2,1.1,5,9.2,16.8,1.7,1.7,3.4,0.115,0.2,2.98
"hayesti01w","Tiffany Hayes",2016,26,"ATL",34,-2.8,"G",33,1016,"73.1%",17.2,0.571,0.337,0.559,3.7,6.3,13.8,2,0.6,12,21,3,0.9,3.9,0.152,1.4,3.18
"mccouan01w","Angel McCoughtry",2016,29,"ATL",34,-2.8,"F-G",33,989,"71.2%",21.7,0.527,0.167,0.422,4.3,10.8,19.3,2.7,1.7,13.6,30.9,1.8,1.6,3.4,0.137,1.8,3.28
"clarela01w","Layshia Clarendon",2016,25,"ATL",34,-2.8,"G",34,959,"69.0%",14.2,0.559,0.195,0.432,5.1,8.8,21.2,1.3,0.2,19.2,17.7,1.5,0.8,2.3,0.095,-0.6,2.07
"holmebr01w","Bria Holmes",2016,22,"ATL",34,-2.8,"G",33,702,"50.5%",12.9,0.523,0.297,0.297,3.9,6.9,10.1,2.2,0.5,14.2,17,0.6,0.7,1.3,0.075,-1.3,1.26
"lyttlsa01w","Sancho Lyttle",2016,32,"ATL",34,-2.8,"F",19,571,"41.1%",14.5,0.453,0.06,0.168,8.4,15,10.2,3.5,2.5,12.6,13.9,0.3,1.2,1.5,0.103,-0.3,1.31
"ajavoma01w","Matee Ajavon",2016,30,"ATL",34,-2.8,"G",32,338,"24.3%",6.4,0.387,0.11,0.339,6.4,8.8,18.7,1.8,1.8,19.6,21.6,-0.8,0.4,-0.4,-0.049,-5.7,-0.1
"cortica01w","Carla Cortijo",2016,28,"ATL",34,-2.8,"G",27,294,"21.2%",10.9,0.454,0.354,0.252,1.6,8.2,26.3,1.4,0.3,16.6,24.9,-0.2,0.3,0.1,0.011,-3.3,0.24
"hollira01w","Rachel Hollivay",2016,22,"ATL",34,-2.8,"C",32,284,"20.4%",3.8,0.374,0,0.842,8,13.3,2.1,0.5,3.4,17.4,9.6,-0.3,0.3,0.1,0.009,-4.6,0.06
"grayre01w","Reshanda Gray",2016,23,"ATL",34,-2.8,"F",28,269,"19.4%",9.7,0.54,0.014,0.493,10.2,15.1,2.6,0.8,1.1,16.8,17.2,0.2,0.3,0.5,0.072,-2,0.4
"simmome01w","Meighan Simmons",2016,24,"ATL",34,-2.8,"G",25,148,"10.6%",6.4,0.409,0.622,0.133,0.8,3.9,10.1,0.7,1.5,9.5,30.9,-0.3,0.1,-0.2,-0.061,-6,-0.07
"delleel01w","Elena Delle Donne",2016,26,"CHI",34,0.8,"G-F",28,927,"67.4%",26.1,0.598,0.229,0.315,6.1,12.5,9.7,0.9,3.8,6.5,25.4,4.8,0.6,5.4,0.234,5.2,4.63
"pondeca01w","Cappie Pondexter",2016,33,"CHI",34,0.8,"G",33,905,"65.8%",15.3,0.505,0.124,0.245,1.7,6.1,15.5,1.7,0.3,10.2,22.7,1.4,0.2,1.6,0.072,-0.9,1.82
"youngta01w","Tamera Young",2016,29,"CHI",34,0.8,"F",32,824,"59.9%",11.6,0.494,0.008,0.249,6.3,10.4,8.1,1.5,0.4,11.2,16.5,0.8,0.3,1.1,0.055,-2,1.22
"vandeco01w","Courtney Vandersloot",2016,27,"CHI",34,0.8,"G",30,728,"52.9%",18,0.544,0.323,0.319,2.1,6.5,28,2.9,0.5,15.3,18.5,1.9,0.5,2.4,0.13,1,2.17
"faulkja01w","Jamierra Faulkner",2016,24,"CHI",34,0.8,"G",34,655,"47.6%",15.8,0.506,0.275,0.217,1.8,4.5,35.7,2.8,0.5,21,22.2,0.6,0.3,0.9,0.053,-1.3,1.19
"quiglal01w","Allie Quigley",2016,30,"CHI",34,0.8,"G",34,604,"43.9%",16.7,0.554,0.299,0.139,0.8,2.8,15.2,1.4,0.7,11.3,23.8,1.3,0,1.2,0.082,-0.4,1.36
"boyetim01w","Imani McGee-Stafford",2016,21,"CHI",34,0.8,"C",31,587,"42.7%",17.3,0.578,0,0.318,10.9,17.6,4.5,1.6,5.9,13.5,15.4,1.3,0.8,2.1,0.142,1.2,1.8
"brelaje01w","Jessica Breland",2016,28,"CHI",34,0.8,"F",34,585,"42.5%",15,0.531,0,0.222,8.9,15.2,6.1,1.5,5.2,15.7,17.1,0.6,0.7,1.3,0.086,-0.6,1.27
"desouer01w","Erika de Souza",2016,34,"CHI",34,0.8,"F-C",31,516,"37.5%",17.7,0.549,0,0.242,14,18.4,5.8,1.7,3.5,11.8,15.9,1.2,0.6,1.8,0.141,1.3,1.6
"parkech01w","Cheyenne Parker",2016,23,"CHI",34,0.8,"F",25,315,"22.9%",12.5,0.52,0.012,0.386,13.1,15.2,2.8,1.9,1.3,16.4,16.1,0.3,0.2,0.5,0.063,-1.7,0.52
"dossacl01w","Clarissa Dos Santos",2016,28,"CHI",34,0.8,"C",20,187,"13.6%",9.2,0.42,0.017,0.339,12,13.9,6.7,1.4,1.8,12.9,18.2,0,0.1,0.1,0.021,-3.3,0.16
"thomaja01w","Jasmine Thomas",2016,26,"CON",34,-1.7,"G",34,1091,"78.5%",13.7,0.494,0.274,0.215,2.6,7.7,24.9,2,0.9,17.6,19.3,0.8,1,1.9,0.07,-1,2.14
"bentlal01w","Alex Bentley",2016,25,"CON",34,-1.7,"G",34,979,"70.4%",11.3,0.467,0.383,0.148,1.1,3.9,14.5,1.6,0.2,9.5,22.8,0.5,0.5,0.9,0.039,-2.2,1.34
"thomaal01w","Alyssa Thomas",2016,24,"CON",34,-1.7,"F",31,840,"60.4%",15.7,0.528,0,0.491,8.3,13.4,13.5,2.6,0.6,18.8,20.5,0.6,1.1,1.8,0.085,-0.3,1.94
"littlca01w","Camille Little",2016,31,"CON",34,-1.7,"F",33,812,"58.4%",9.2,0.467,0.36,0.228,3.5,7.3,12.5,2.4,0.9,16.9,17.6,-0.3,0.8,0.5,0.024,-3,0.81
"ogwumch01w","Chiney Ogwumike",2016,24,"CON",34,-1.7,"F",33,801,"57.6%",22.8,0.63,0,0.517,12.3,16.6,4.8,2.1,3.3,12.7,20.4,3.1,1.2,4.4,0.218,4.4,3.67
"jonesjo01w","Jonquel Jones",2016,22,"CON",34,-1.7,"F",34,479,"34.5%",24,0.609,0.206,0.431,14.3,15.8,7.8,2.3,6.4,11.6,19.4,1.9,0.9,2.8,0.232,5,2.33
"tuckmo01w","Morgan Tuck",2016,22,"CON",34,-1.7,"F",26,433,"31.2%",13.9,0.503,0.346,0.278,6,10.3,10.9,1.2,0.4,12.1,20.6,0.5,0.3,0.8,0.073,-0.9,0.87
"willico01w","Courtney Williams",2016,22,"CON",34,-1.7,"G",19,326,"23.5%",15.8,0.463,0.166,0.121,9.3,12.7,15.2,1.9,0.7,10.3,24.4,0.2,0.3,0.5,0.066,-0.7,0.68
"fariske01w","Kelly Faris",2016,25,"CON",34,-1.7,"G",31,317,"22.8%",6.5,0.512,0.377,0.283,4.3,7.2,9.9,3.5,1,32.7,12.1,-0.3,0.4,0.1,0.012,-3.8,0.2
"stricsh01w","Shekinna Stricklen",2016,25,"CON",34,-1.7,"F-G",28,306,"22.0%",13.2,0.508,0.74,0.135,3.3,7.5,7.6,2,0.5,3.5,16.1,0.6,0.3,0.9,0.115,0.1,0.76
"chriska02w","Karima Christmas-Kelly",2016,26,"DAL",34,-7,"G-F",34,1075,"77.3%",16.5,0.541,0.375,0.506,8.3,10.8,11.6,1.9,1.6,11.5,17.7,2.7,0.4,3.1,0.116,0.2,2.75
"simsod01w","Odyssey Sims",2016,23,"DAL",34,-7,"G",34,1074,"77.3%",12.5,0.479,0.346,0.335,2,4.7,22.4,1.8,0.5,14.8,23.4,0.5,0,0.5,0.018,-3,1.06
"parisco01w","Courtney Paris",2016,28,"DAL",34,-7,"C",34,827,"59.5%",16.4,0.555,0.005,0.207,12.3,19,8.5,0.9,2.6,10.2,13.8,2,0.6,2.6,0.124,0.4,2.19
"diggisk01w","Skylar Diggins-Smith",2016,25,"DAL",34,-7,"G",27,765,"55.0%",14,0.507,0.266,0.455,1.7,3.9,22.1,1.9,0.8,15.3,23.2,0.7,0,0.7,0.037,-2.3,1.03
"pierspl01w","Plenette Pierson",2016,34,"DAL",34,-7,"F",27,718,"51.7%",12.6,0.484,0.297,0.233,5.4,10,14,1.6,1,12.7,22.7,0.4,0.2,0.6,0.034,-2.6,0.86
"powerae01w","Aerial Powers",2016,22,"DAL",34,-7,"F",32,614,"44.2%",16.7,0.542,0.343,0.476,4.8,8.2,10.9,2.7,0.9,14.2,25.2,1.1,0.3,1.4,0.09,-0.4,1.38
"philler01w","Erin Phillips",2016,31,"DAL",34,-7,"G",32,466,"33.5%",11.2,0.595,0.536,0.286,3.5,4.6,14,0.5,0.5,16.5,14,0.9,-0.2,0.7,0.059,-2.2,0.65
"plaisth01w","Theresa Plaisance",2016,24,"DAL",34,-7,"F",27,320,"23.0%",8.6,0.479,0.417,0.102,7.5,12.2,4.5,1.1,2.6,14.4,17.8,-0.1,0.1,0.1,0.008,-4,0.17
"hoopejo01w","Jordan Hooper",2016,24,"DAL",34,-7,"F",32,291,"20.9%",9.2,0.515,0.732,0.071,3,7.4,3.2,1,0.5,12.2,19.5,0.1,0,0.1,0.009,-3.8,0.17
"hamblru01w","Ruth Hamblin",2016,22,"DAL",34,-7,"C",20,130,"9.4%",5.8,0.299,0,0.219,7.5,13,4.9,0.8,5.2,10.2,13,-0.2,0.1,-0.2,-0.049,-5.9,-0.05
"larkier01w","Erlana Larkins",2016,30,"IND",34,-0.5,"F",33,880,"64.2%",17.9,0.695,0,0.416,10.9,17.9,12.8,1.8,1.4,21.6,12.9,2.6,1.2,3.9,0.175,2.4,3.22
"catchta01w","Tamika Catchings",2016,36,"IND",34,-0.5,"F",34,844,"61.6%",21.7,0.554,0.297,0.365,6,12.5,14.2,3.8,1,9.7,23.3,2.5,1.5,4,0.191,3.5,3.54
"januabr01w","Briann January",2016,29,"IND",34,-0.5,"G",29,816,"59.6%",14.4,0.547,0.341,0.406,2.8,4.1,26.9,2.3,0.3,16.6,17.1,1.8,0.6,2.4,0.116,0.3,2.13
"wheeler01w","Erica Wheeler",2016,25,"IND",34,-0.5,"G",34,811,"59.2%",9.1,0.484,0.209,0.176,2.8,5.7,20,1.5,0.1,18.8,20.3,-0.4,0.5,0.1,0.006,-3.5,0.61
"colemma01w","Marissa Coleman",2016,29,"IND",34,-0.5,"G-F",32,781,"57.0%",9.9,0.471,0.5,0.346,3.7,8.7,13.1,1.9,1,16.5,19.7,-0.3,0.8,0.4,0.022,-3,0.8
"mitchti01w","Tiffany Mitchell",2016,21,"IND",34,-0.5,"G",34,681,"49.7%",10.9,0.51,0.353,0.419,2.8,5.5,11.8,2.3,0.4,16.2,22.7,0.2,0.6,0.8,0.046,-2.2,0.97
"johnssh02w","Shenise Johnson",2016,25,"IND",34,-0.5,"G",29,651,"47.5%",16.4,0.532,0.326,0.268,5.2,10.1,16,2.8,1.3,15.2,22,0.8,0.9,1.7,0.105,0.3,1.72
"kizerly01w","Lynetta Kizer",2016,26,"IND",34,-0.5,"F",33,569,"41.5%",19.8,0.585,0.004,0.2,7.8,12,7.3,2.3,1.5,11.4,24.5,1.3,0.7,2.1,0.145,2,1.96
"peterde01w","Devereaux Peters",2016,26,"IND",34,-0.5,"F",30,440,"32.1%",14.6,0.557,0.023,0.135,5.7,13.3,8.9,1.4,3.5,11.3,16.4,0.6,0.6,1.2,0.111,0.2,1.13
"achonna01w","Natalie Achonwa",2016,23,"IND",34,-0.5,"C",24,195,"14.2%",17,0.575,0,0.303,10.4,15.6,5.7,2.7,0.4,13.8,20.2,0.4,0.3,0.6,0.13,1.1,0.59
"tolivkr01w","Kristi Toliver",2016,29,"LAS",34,9.2,"G",33,1060,"77.4%",16,0.593,0.574,0.243,1.5,5.1,18,1.4,0.2,10.9,18.3,3,1.3,4.3,0.163,2.3,3.82
"parkeca01w","Candace Parker",2016,30,"LAS",34,9.2,"F",34,1046,"76.4%",20.6,0.53,0.256,0.326,4.2,15.1,26.8,2.4,2.6,16.6,26.5,1.3,2.7,4,0.154,2.9,4.06
"ogwumnn01w","Nneka Ogwumike",2016,25,"LAS",34,9.2,"F",33,1043,"76.1%",31.3,0.737,0.071,0.458,9.9,18.1,17.9,2.1,3,13.7,23,7,2.7,9.6,0.37,10.3,7.87
"beardal01w","Alana Beard",2016,34,"LAS",34,9.2,"G-F",34,997,"72.8%",11,0.519,0.178,0.182,4.2,7,10.9,3,1.6,15.7,12.9,0.6,2,2.6,0.104,-0.1,2.42
"carsoes01w","Essence Carson",2016,29,"LAS",34,9.2,"F-G",34,791,"57.7%",12.7,0.549,0.282,0.242,2,5.4,10.2,2.4,0.8,14.3,17.4,0.7,1.3,2,0.101,0.1,2
"lavenja01w","Jantel Lavender",2016,27,"LAS",34,9.2,"C",34,659,"48.1%",18.2,0.552,0.004,0.147,7.5,11.9,12.2,0.8,2.1,11.9,24,1,1.1,2.1,0.126,1.7,2.19
"graych01w","Chelsea Gray",2016,23,"LAS",34,9.2,"G",33,540,"39.4%",13.2,0.545,0.293,0.318,2,6.8,20.4,1.6,0.6,18.3,19,0.5,0.8,1.3,0.099,0.1,1.38
"belyaeu01w","Evgeniya Belyakova",2016,30,"LAS",34,9.2,"F",21,238,"17.4%",4.1,0.36,0.519,0.296,1.1,4,8.9,2.9,0.3,11.6,13.6,-0.4,0.4,0,-0.003,-4.1,0.11
"dabonan01w","Ana Dabovic",2016,26,"LAS",34,9.2,"G",22,236,"17.2%",8,0.487,0.352,0.537,3.4,4.5,17.8,2.9,0,22.2,17.1,0,0.4,0.3,0.057,-1.9,0.37
"wautean01w","Ann Wauters",2016,35,"LAS",34,9.2,"C",21,97,"7.1%",14.2,0.588,0,0.364,5.5,15,14.3,2.2,1.7,21.5,15.7,0.1,0.2,0.3,0.142,1.4,0.31
"moorema01w","Maya Moore",2016,27,"MIN",34,11.1,"F",34,1009,"73.1%",25.3,0.574,0.323,0.335,5.4,10.6,24.6,2.7,2,12.1,28.6,4.2,2.4,6.6,0.262,6.5,5.69
"fowlesy01w","Sylvia Fowles",2016,30,"MIN",34,11.1,"C",34,969,"70.2%",23.6,0.634,0,0.497,11,18.3,7.2,2.4,5.1,14.5,20,3.3,3,6.3,0.259,6.1,5.29
"brunsre01w","Rebekkah Brunson",2016,34,"MIN",34,11.1,"F",33,812,"58.9%",16.1,0.545,0.005,0.363,11.4,18,10.5,1.9,0.9,11.1,13.8,2.1,2,4.1,0.201,3.3,3.32
"whaleli01w","Lindsay Whalen",2016,34,"MIN",34,11.1,"G",32,786,"57.0%",16.6,0.578,0.046,0.308,2.4,6.4,24.6,1.2,0,14.4,18,2.2,1.2,3.4,0.174,2.7,2.98
"augusse01w","Seimone Augustus",2016,32,"MIN",34,11.1,"G",29,765,"55.5%",12.6,0.509,0.13,0.153,2.3,6.7,15.1,1,1.2,14.7,21.8,0.3,1.2,1.5,0.08,-0.4,1.73
"perkiji01w","Jia Perkins",2016,34,"MIN",34,11.1,"G",34,705,"51.1%",10.4,0.441,0.251,0.211,3.8,7.8,9.4,2.3,0.8,8.5,17.1,0.2,1.4,1.6,0.091,-0.5,1.56
"montgre01w","Renee Montgomery",2016,29,"MIN",34,11.1,"G",34,656,"47.6%",12.2,0.514,0.384,0.292,1.2,2.9,21.7,2.6,0.2,19.3,20.7,0.3,1.1,1.4,0.087,-0.3,1.52
"howarna01w","Natasha Howard",2016,24,"MIN",34,11.1,"F",34,495,"35.9%",18.8,0.605,0.031,0.383,10.5,14.9,9.3,2.4,4.4,16.4,20.3,1.2,1.4,2.5,0.206,3.9,2.17
"mccarja01w","Janel McCarville",2016,33,"MIN",34,11.1,"F-C",33,417,"30.2%",13.1,0.483,0.105,0.19,6.7,12.3,18.7,2.6,2.2,16.8,14.6,0.3,1,1.4,0.133,1,1.24
"hamptke01w","Keisha Hampton",2016,26,"MIN",34,11.1,"F",27,183,"13.3%",10.3,0.521,0.632,0.404,3.5,3.3,7.9,2.2,1.3,13,18.7,0.2,0.3,0.5,0.119,0.2,0.47
"charlti01w","Tina Charles",2016,27,"NYL",34,1,"C",32,1077,"77.2%",23.8,0.499,0.079,0.248,7.9,16.6,23.4,1.3,1.9,8.4,30.7,2.7,2.1,4.7,0.176,3.6,4.5
